Year,Category,Film,Nominee,Concordance,Won
2024,Best Contemporary Hair Styling,The Deliverance,Melissa Forney,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,The Deliverance,Linda Flowers,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,The Deliverance,Tommie Ammons,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,The Deliverance,Jackie Noel,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,The Deliverance,Eric Matthews,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,It Ends with Us,Robert Lugo,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,It Ends with Us,Vita Viscuso,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,It Ends with Us,Anne Carroll,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,The Last Showgirl,Katy McClintock,Make-Up & Hairstyling,TRUE
2024,Best Contemporary Hair Styling,The Last Showgirl,Marc Boyle,Make-Up & Hairstyling,TRUE
2024,Best Contemporary Hair Styling,The Last Showgirl,Stephanie Hobgood,Make-Up & Hairstyling,TRUE
2024,Best Contemporary Hair Styling,Megalopolis,Terrie Velazquez Owen,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,Megalopolis,April Schuller,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,Megalopolis,Tracy Moss,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,Megalopolis,Victor Paz,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,Megalopolis,Alexis Continenente,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Hair Styling,The Substance,Frédérique Arguello,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,The Deliverance,Beverly Jo Pryor,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,The Deliverance,Eric Pagdin,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,The Deliverance,Chloe Sens,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,The Deliverance,Doug Fairall,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,Emlia Pérez,Julia Floch Carbonel,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,Emilia Pérez,Simon Livet,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,It Ends with Us,Sarah Graalman,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,It Ends with Us,Vivian Baker,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,It Ends with Us,Melanie Licata,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,Smile 2,Sasha Grossman,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,Smile 2,Valerie Carney,Make-Up & Hairstyling,FALSE
2024,Best Contemporary Make-Up,The Substance,Stéphanie Guillon,Make-Up & Hairstyling,TRUE
2024,Best Period and/or Character Make-Up,Beetlejuice Beetlejuice,Christine Blundell,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Beetlejuice Beetlejuice,Lesa Warrener,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Beetlejuice Beetlejuice,Charmaine Fuller,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Beetlejuice Beetlejuice,Mona Turnbull,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Beetlejuice Beetlejuice,Chloe Meddings,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Deadpool & Wolverine,Bill Corso,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Deadpool & Wolverine,Whitney James,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Deadpool & Wolverine,Paula Price,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Deadpool & Wolverine,Monica Huppert,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Deadpool & Wolverine,Cyndi Reece-Thorne,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Gladiator II,Jana Carboni,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Gladiator II,Charlie Hounslow,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Gladiator II,Maria Solberg Lepre,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Gladiator II,Lauren Baldwin,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Gladiator II,Chantal Busuttil,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,MaXXXine,Sarah Rubano,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,MaXXXine,Mandy Artusato,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,MaXXXine,Akiko Matsumoto,Make-Up & Hairstyling,FALSE
2024,Best Period and/or Character Make-Up,Wicked,Frances Hannon,Make-Up & Hairstyling,TRUE
2024,Best Period and/or Character Make-Up,Wicked,Alice Jones,Make-Up & Hairstyling,TRUE
2024,Best Period and/or Character Make-Up,Wicked,Nuria Mbornio,Make-Up & Hairstyling,TRUE
2024,Best Period and/or Character Make-Up,Wicked,Johanna Nielsen,Make-Up & Hairstyling,TRUE
2024,Best Period and/or Character Make-Up,Wicked,Branka Vorkapic,Make-Up & Hairstyling,TRUE
2024,Best Period Hair Styling and/or Character Hair Styling,Beetlejuice Beetlejuice,Christine Blundell,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Beetlejuice Beetlejuice,Lesa Warrener,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Beetlejuice Beetlejuice,Susan Cole,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Beetlejuice Beetlejuice,Charmaine Fuller,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Beetlejuice Beetlejuice,Chloe Meddings,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Bob Marley: One Love,Carla Farmer,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Bob Marley: One Love,Nadia Stacey,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Bob Marley: One Love,Morris Roots,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Gladiator II,Giuliano Mariano,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Gladiator II,Kerstin Weller,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Gladiator II,Romina Ronzani,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Gladiator II,Nicola Mariano,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Gladiator II,Marcelle Genovese,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Shirley,Nakoya Yancey,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Shirley,"Wayne Jolla, Jr.",Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Shirley,Gayette Williams,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Shirley,Lisa Thomas,Make-Up & Hairstyling,FALSE
2024,Best Period Hair Styling and/or Character Hair Styling,Wicked,Frances Hannon,Make-Up & Hairstyling,TRUE
2024,Best Period Hair Styling and/or Character Hair Styling,Wicked,Sarah Nuth,Make-Up & Hairstyling,TRUE
2024,Best Period Hair Styling and/or Character Hair Styling,Wicked,Sim Camps,Make-Up & Hairstyling,TRUE
2024,Best Period Hair Styling and/or Character Hair Styling,Wicked,Gabor Kerekes,Make-Up & Hairstyling,TRUE
2024,Best Special Make-Up Effects,A Different Man,Mike Marino,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,A Different Man,David Presto,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,A Different Man,Crystal Junado,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,Beetlejuice Beetlejuice,Jennifer Kewley,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,Beetlejuice Beetlejuice,Megan Thomas,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,Beetlejuice Beetlejuice,Martin Rezard,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,Deadpool & Wolverine,Bill Corso,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,Deadpool & Wolverine,Andrew Clement,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,Deadpool & Wolverine,Monica Huppert,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,Deadpool & Wolverine,Geoff Redknap,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,Deadpool & Wolverine,Robb Crafer,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,The Deliverance,Jason Collins,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,The Deliverance,Chloe Sens,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,The Deliverance,Michael McCarty,Make-Up & Hairstyling,FALSE
2024,Best Special Make-Up Effects,The Substance,Pierre-Olivier Persin,Make-Up & Hairstyling,TRUE
2023,Best Contemporary Hair Styling,Saltburn,Siân Miller,Make-Up & Hairstyling,TRUE
2023,Best Contemporary Hair Styling,Saltburn,Laura Allen,Make-Up & Hairstyling,TRUE
2023,Best Contemporary Hair Styling,Candy Cane Lane,Yvette Shelton,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Candy Cane Lane,Shian Banks,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Candy Cane Lane,Stacey Morris,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Candy Cane Lane,Maisha Oliver,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Joy Ride,Jeannie Chow,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Joy Ride,Kim Lee,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Nyad,Daniel Curet,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Nyad,Vanessa Columbo,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Nyad,Enzo Angileri,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Nyad,Darlene Brumfeld,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Pain Hustlers,Michelle Johnson,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Hair Styling,Pain Hustlers,Dennis Bailey,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Saltburn,Siân Miller,Make-Up & Hairstyling,TRUE
2023,Best Contemporary Make-Up,Saltburn,Laura Allen,Make-Up & Hairstyling,TRUE
2023,Best Contemporary Make-Up,Candy Cane Lane,Tym Shutchai Buacharern,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Candy Cane Lane,Michele Lewis,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Candy Cane Lane,Jennifer Zide-Essex,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Candy Cane Lane,Yvettra Grantham,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Guardians of the Galaxy Vol. 3,Jane Galli,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Haunted Mansion,Kimberly Jones,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Haunted Mansion,Dionne Wynn,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Haunted Mansion,Bridgit Crider,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Haunted Mansion,Carla Vannessa Wallace,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Nyad,Felicity Bowring,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Nyad,Ann Maree Hurley,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Nyad,Julie Hewett,Make-Up & Hairstyling,FALSE
2023,Best Contemporary Make-Up,Nyad,Maha Mimo,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Maestro,Siân Grigg,Make-Up & Hairstyling,TRUE
2023,Best Period and/or Character Make-Up,Maestro,Jackie Risotto,Make-Up & Hairstyling,TRUE
2023,Best Period and/or Character Make-Up,Maestro,Elisa Tallerico,Make-Up & Hairstyling,TRUE
2023,Best Period and/or Character Make-Up,Maestro,Nicky Pattison-Illum,Make-Up & Hairstyling,TRUE
2023,Best Period and/or Character Make-Up,Barbie,Ivana Primorac,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Barbie,Victoria Down,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Barbie,Maha Mimo,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Guardians of the Galaxy Vol. 3,Alexei Dmitriew,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Guardians of the Galaxy Vol. 3,Nicole Sortillon,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Guardians of the Galaxy Vol. 3,Amos Samantha Ward,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Guardians of the Galaxy Vol. 3,LuAndra Whitehurs,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Oppenheimer,Luisa Abel,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Oppenheimer,Jason Hamer,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Oppenheimer,Kerrin Jackson,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Oppenheimer,Jamie Loree Hess,Make-Up & Hairstyling,FALSE
2023,Best Period and/or Character Make-Up,Poor Things,Nadia Stacey,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Barbie,Ivana Primorac,Make-Up & Hairstyling,TRUE
2023,Best Period Hair Styling and/or Character Hair Styling,Barbie,Marie Larkin,Make-Up & Hairstyling,TRUE
2023,Best Period Hair Styling and/or Character Hair Styling,Barbie,Clare Corsick,Make-Up & Hairstyling,TRUE
2023,Best Period Hair Styling and/or Character Hair Styling,Chevalier,Roo Maurice,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Chevalier,Francesco Pegoretti,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,The Color Purple,Lawrence Davis,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,The Color Purple,Andrea Mona Bowman,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,The Color Purple,Tym Wallace,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Guardians of the Galaxy Vol. 3,Cassandra Lyn Russek,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Guardians of the Galaxy Vol. 3,Stephanie Fenner,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Guardians of the Galaxy Vol. 3,Peter Tothpal,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Guardians of the Galaxy Vol. 3,Connie Criswell,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Maestro,Kay Georgiou,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Maestro,Lori McCoy-Bell,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Maestro,Jameson Eaton,Make-Up & Hairstyling,FALSE
2023,Best Period Hair Styling and/or Character Hair Styling,Maestro,Amanda Duffy-Evans,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Maestro,Kazu Hiro,Make-Up & Hairstyling,TRUE
2023,Best Special Make-Up Effects,Maestro,Siân Grigg,Make-Up & Hairstyling,TRUE
2023,Best Special Make-Up Effects,Maestro,Duncan Jarman,Make-Up & Hairstyling,TRUE
2023,Best Special Make-Up Effects,Maestro,Mike Mekash,Make-Up & Hairstyling,TRUE
2023,Best Special Make-Up Effects,Golda,Karen Thomas,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Golda,Eva Susanna Johnson Theodosiou,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Guardians of the Galaxy Vol. 3,Alexei Dmitriew,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Guardians of the Galaxy Vol. 3,Lindsay MacGowen,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Guardians of the Galaxy Vol. 3,Shane Mahan,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Guardians of the Galaxy Vol. 3,Scott Stoddard,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Poor Things,Nadia Stacey,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Poor Things,Mark Coulier,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Rebel Moon: Part One,A Child of Fire – Ozzy Alvarez,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Rebel Moon: Part One,Justin Raleigh,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Rebel Moon: Part One,Kelsey Berk,Make-Up & Hairstyling,FALSE
2023,Best Special Make-Up Effects,Rebel Moon: Part One,Jonathan Shroyer,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,Black Panther: Wakanda Forever,Camille Friend,Make-Up & Hairstyling,TRUE
2022,Best Contemporary Hair Styling,Black Panther: Wakanda Forever,Evelyn Feliciano,Make-Up & Hairstyling,TRUE
2022,Best Contemporary Hair Styling,Black Panther: Wakanda Forever,Marva Stokes,Make-Up & Hairstyling,TRUE
2022,Best Contemporary Hair Styling,Black Panther: Wakanda Forever,Victor Paz,Make-Up & Hairstyling,TRUE
2022,Best Contemporary Hair Styling,The Batman,Zoe Tahir,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,The Batman,Melissa van Tongeren,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,The Batman,Paula Price,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,The Batman,Andrea Lance Jones,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,Everything Everywhere All at Once,Anissa E. Salazar,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,Everything Everywhere All at Once,Meghan Heaney,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,Everything Everywhere All at Once,Miki Caporusso,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,Glass Onion: A Knives Out Mystery,Jeremy Woodhead,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,Glass Onion: A Knives Out Mystery,Tracey Smith,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,Glass Onion: A Knives Out Mystery,Leslie D. Bennett,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,The Menu,Adruitha Lee,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,The Menu,Monique Hyman,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,The Menu,Kate Loftis,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Hair Styling,The Menu,Barbara Sanders,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,Everything Everywhere All at Once,Michelle Chung,Make-Up & Hairstyling,TRUE
2022,Best Contemporary Make-Up,Everything Everywhere All at Once,Erin Rosenmann,Make-Up & Hairstyling,TRUE
2022,Best Contemporary Make-Up,Everything Everywhere All at Once,Dania A. Ridgway,Make-Up & Hairstyling,TRUE
2022,Best Contemporary Make-Up,The Batman,Naomi Donne,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,The Batman,Doone Forsyth,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,The Batman,Norma Webb,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,The Batman,Jemma Carballo,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,The Menu,Deborah La Mia Denaver,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,The Menu,Mazena Puksto,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,The Menu,Donna Cicatelli,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,The Menu,Deb Rutherford,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,Nope,Shutchai Tym Buacharern,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,Nope,Jennifer Zide-Essex,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,Nope,Eleanor Sabaduquia,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,Nope,Kato De Stefan,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,Spirited,Monica Huppert,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,Spirited,Autumn J. Butler,Make-Up & Hairstyling,FALSE
2022,Best Contemporary Make-Up,Spirited,Vivian Baker,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Elvis,Shane Thomas,Make-Up & Hairstyling,TRUE
2022,Best Period and/or Character Make-Up,Elvis,Angela Conte,Make-Up & Hairstyling,TRUE
2022,Best Period and/or Character Make-Up,Amsterdam,Nana Fischer,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Amsterdam,Miho Suzuki,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Amsterdam,Jason Collins,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Babylon,Heba Thorisdottir,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Babylon,Shaunna Bren Chavez,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Babylon,Jean Black,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Babylon,Mandy Artusato,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Blonde,Tina Roesler Kerwin,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Blonde,Elena Arroy,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Blonde,Cassie Lyons,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Till,Denise Tunnell,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Till,Janice Tunnell,Make-Up & Hairstyling,FALSE
2022,Best Period and/or Character Make-Up,Till,Ashley Langston,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Elvis,Shane Thomas,Make-Up & Hairstyling,TRUE
2022,Best Period Hair Styling and/or Character Hair Styling,Elvis,Louise Coulston,Make-Up & Hairstyling,TRUE
2022,Best Period Hair Styling and/or Character Hair Styling,Amsterdam,Adruitha Lee,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Amsterdam,Lori McCoy-Bell,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Amsterdam,Cassandra L. Russek,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Amsterdam,Yvette Shelton,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Babylon,Jaime Leigh McIntosh,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Babylon,Ahou Mofid,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Babylon,Aubrey Marie,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Blonde,Jaime Leigh McIntosh,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Blonde,Lynnae Duley,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Blonde,Ahou Mofid,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,Blonde,Robert Pickens,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,The Woman King,Louisa Anthony,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,The Woman King,Jamika Wilson,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,The Woman King,Plaxedes Kelias,Make-Up & Hairstyling,FALSE
2022,Best Period Hair Styling and/or Character Hair Styling,The Woman King,Charity Gwakuka,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,The Whale,Adrien Morot,Make-Up & Hairstyling,TRUE
2022,Best Special Make-Up Effects,The Whale,Kathy Tse,Make-Up & Hairstyling,TRUE
2022,Best Special Make-Up Effects,The Whale,Chris Gallaher,Make-Up & Hairstyling,TRUE
2022,Best Special Make-Up Effects,The Batman,Michael Marino,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,The Batman,Mike Fontaine,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,The Batman,Yoichi Art Sakamoto,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,The Batman,Göran Lundström,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,Black Panther: Wakanda Forever,Joel Harlow,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,Black Panther: Wakanda Forever,Kim Felix,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,Elvis,Mark Coulier,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,Elvis,Jason Baird,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,Elvis,Barrie Gower,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,Elvis,Emma Faulkes,Make-Up & Hairstyling,FALSE
2022,Best Special Make-Up Effects,Elvis,Chloe Muton-Phillips,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Coming 2 America,Merc Arceneaux,Make-Up & Hairstyling,TRUE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Coming 2 America,Caroline Monge,Make-Up & Hairstyling,TRUE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Coming 2 America,Trent Simmons,Make-Up & Hairstyling,TRUE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Coming 2 America,Vera Steimberg,Make-Up & Hairstyling,TRUE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Black Widow,Deborah LaMia Denaver,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Black Widow,Paul Gooch,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Black Widow,Paula Price,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Don't Look Up,Liz Bernstrom,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Don't Look Up,Joseph Dulude ll,Make-Up & Hairstyling,FALSE
2021,Best Contemporary Make-Up in a Feature-Length Motion Picture,Don't Look Up,Julie LeShane,Make-Up & Hairstyling,FALSE
