Year,Category,Film,Nominee,Role,Won,Concordance
2024,Motion Picture – Animated,The Wild Robot,Ken Gombos,original dialogue mixer,TRUE,Sound Mixing
2024,Motion Picture – Animated,The Wild Robot,Leff Lefferts,re-recording mixer,TRUE,Sound Mixing
2024,Motion Picture – Animated,The Wild Robot,Gary A. Rizzo,re-recording mixer,TRUE,Sound Mixing
2024,Motion Picture – Animated,The Wild Robot,Alan Meyerson,scoring mixer,TRUE,Sound Mixing
2024,Motion Picture – Animated,The Wild Robot,Richard Duarte,foley mixer,TRUE,Sound Mixing
2024,Motion Picture – Animated,Inside Out 2,Vince Caro,original dialogue mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Inside Out 2,Ren Klyce,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Inside Out 2,Stephen Urata,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Inside Out 2,Warren Brown,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Inside Out 2,Doc Kane,adr mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Inside Out 2,Leff Lefferts,foley mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Moana 2,Gabriel Guy,original dialogue mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Moana 2,Gabriel Guy,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Moana 2,David Fluhr,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Moana 2,David Boucher,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Moana 2,Doc Kane,adr mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Moana 2,Richard Duarte,foley mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Mufasa: The Lion King,Doc Kane,original dialogue mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Mufasa: The Lion King,Onnalee Blank,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Mufasa: The Lion King,Greg P. Russell,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Mufasa: The Lion King,Chris Fogel,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Mufasa: The Lion King,David Boucher,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Mufasa: The Lion King,Gary Turnbull,adr mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Mufasa: The Lion King,Mikel Parraga-Wills,foley mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Wallace & Gromit: Vengeance Most Fowl,Will Norie,original dialogue mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Wallace & Gromit: Vengeance Most Fowl,Chris Burdon,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Wallace & Gromit: Vengeance Most Fowl,Gilbert Lake,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Wallace & Gromit: Vengeance Most Fowl,Simon Rhodes,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Wallace & Gromit: Vengeance Most Fowl,Nick Roberts,adr mixer,FALSE,Sound Mixing
2024,Motion Picture – Animated,Wallace & Gromit: Vengeance Most Fowl,Adrian Rhodes,foley mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,Music by John Williams,Noah Alexander,production mixer,TRUE,Sound Mixing
2024,Motion Picture – Documentary,Music by John Williams,Christopher Barnett,re-recording mixer,TRUE,Sound Mixing
2024,Motion Picture – Documentary,Music by John Williams,Roy Waldspurger,re-recording mixer,TRUE,Sound Mixing
2024,Motion Picture – Documentary,The Blue Angels,Sean Peterson,production sound mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,The Blue Angels,Lindsey Alvarez,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,The Blue Angels,Forest Christenson,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,Elton John: Never Too Late,Jae Kim,production sound mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,Elton John: Never Too Late,Elmo Ponsdomenech,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,Elton John: Never Too Late,Teddy Salas,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,I Am: Celine Dion,Irene Taylor,production mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,I Am: Celine Dion,Lora Hirschberg,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,I Am: Celine Dion,Tim Oliver,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,Super/Man: The Christopher Reeve Story,Austin Plocher,production sound mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,Super/Man: The Christopher Reeve Story,Greg Gettens,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,Super/Man: The Christopher Reeve Story,Steve McLaughlin,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Documentary,Super/Man: The Christopher Reeve Story,Daniel Nicholls,foley mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,A Complete Unknown,Tod A. Maitland,production sound mixer,TRUE,Sound Mixing
2024,Motion Picture – Live Action,A Complete Unknown,Paul Massey,re-recording mixer,TRUE,Sound Mixing
2024,Motion Picture – Live Action,A Complete Unknown,David Giammarco,re-recording mixer,TRUE,Sound Mixing
2024,Motion Picture – Live Action,A Complete Unknown,Nick Baxter,scoring mixer,TRUE,Sound Mixing
2024,Motion Picture – Live Action,A Complete Unknown,David Betancourt,adr mixer,TRUE,Sound Mixing
2024,Motion Picture – Live Action,A Complete Unknown,Kevin Schultz,foley mixer,TRUE,Sound Mixing
2024,Motion Picture – Live Action,Deadpool & Wolverine,Colin Nicolson,production sound mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Deadpool & Wolverine,Lora Hirschberg,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Deadpool & Wolverine,Craig Henighan,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Deadpool & Wolverine,Peter Cobbin,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Deadpool & Wolverine,Bobby Johanson,adr mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Deadpool & Wolverine,Peter Persaud,foley mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Dune: Part Two,Gareth John,production sound mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Dune: Part Two,Ron Bartlett,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Dune: Part Two,Doug Hemphill,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Dune: Part Two,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Dune: Part Two,Jason Oliver,adr mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Dune: Part Two,Tavish Grade,foley mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Dune: Part Two,Mikel Parraga-Wills,foley mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Gladiator II,Stephane Bucher,production sound mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Gladiator II,Paul Massey,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Gladiator II,Matthew Collinge,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Gladiator II,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Gladiator II,Filipe Pereira,adr mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Gladiator II,Rob Weatherall,foley mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Wicked,Simon Hayes,production sound mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Wicked,Andy Nelson,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Wicked,John Marquis,re-recording mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Wicked,John Michael Caldwell,scoring mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Wicked,Jason Oliver,adr mixer,FALSE,Sound Mixing
2024,Motion Picture – Live Action,Wicked,Mikel Parraga-Wills,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,The Boy and the Heron,Kôji Kasamatsu,original dialogue mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,The Boy and the Heron,Kôji Kasamatsu,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Elemental,Vince Caro,original dialogue mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Elemental,Paul McGrath,original dialogue mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Elemental,Stephen Urata,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Elemental,Ren Klyce,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Elemental,Thomas Vicari,scoring mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Elemental,Scott Curtis,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Spider-Man: Across the Spider-Verse,Brian Smith,original dialogue mixer,TRUE,Sound Mixing
2023,Motion Picture – Animated,Spider-Man: Across the Spider-Verse,Aaron Hasson,original dialogue mixer,TRUE,Sound Mixing
2023,Motion Picture – Animated,Spider-Man: Across the Spider-Verse,Howard London,original dialogue mixer,TRUE,Sound Mixing
2023,Motion Picture – Animated,Spider-Man: Across the Spider-Verse,Michael Semanick,re-recording mixer,TRUE,Sound Mixing
2023,Motion Picture – Animated,Spider-Man: Across the Spider-Verse,Juan Peralta,re-recording mixer,TRUE,Sound Mixing
2023,Motion Picture – Animated,Spider-Man: Across the Spider-Verse,Sam Okell,scoring mixer,TRUE,Sound Mixing
2023,Motion Picture – Animated,Spider-Man: Across the Spider-Verse,Randy K. Singer,foley mixer,TRUE,Sound Mixing
2023,Motion Picture – Animated,The Super Mario Bros. Movie,Carlos Sotolongo,original dialogue mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,The Super Mario Bros. Movie,Pete Horner,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,The Super Mario Bros. Movie,Juan Peralta,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,The Super Mario Bros. Movie,Casey Stone,scoring mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,The Super Mario Bros. Movie,Doc Kane,adr mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,The Super Mario Bros. Movie,Richard Durante,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Teenage Mutant Ninja Turtles: Mutant Mayhem,Doc Kane,original dialogue mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Teenage Mutant Ninja Turtles: Mutant Mayhem,Michael Semanick,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Teenage Mutant Ninja Turtles: Mutant Mayhem,Mark Mangini,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Teenage Mutant Ninja Turtles: Mutant Mayhem,Trent Reznor,scoring mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Teenage Mutant Ninja Turtles: Mutant Mayhem,Atticus Ross,scoring mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Teenage Mutant Ninja Turtles: Mutant Mayhem,Chris Cirino,adr mixer,FALSE,Sound Mixing
2023,Motion Picture – Animated,Teenage Mutant Ninja Turtles: Mutant Mayhem,Chelsea Body,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,32 Sounds,Laura Cunningham,production mixer,TRUE,Sound Mixing
2023,Motion Picture – Documentary,32 Sounds,Mark Mangini,re-recording mixer,TRUE,Sound Mixing
2023,Motion Picture – Documentary,32 Sounds,Ben Greenberg,scoring mixer,TRUE,Sound Mixing
2023,Motion Picture – Documentary,32 Sounds,Bobby Johanson,adr mixer,TRUE,Sound Mixing
2023,Motion Picture – Documentary,32 Sounds,Blake Collins,foley mixer,TRUE,Sound Mixing
2023,Motion Picture – Documentary,American Symphony,Tom Paul,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,American Symphony,Tristan Baylis,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,American Symphony,Ryan Collison,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Little Richard: I Am Everything,Tom Paul,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Still: A Michael J. Fox Movie,Skip Lievsay,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Still: A Michael J. Fox Movie,Paul Urmson,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Still: A Michael J. Fox Movie,Joel Dougherty,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Still: A Michael J. Fox Movie,John Michael Caldwell,scoring mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Still: A Michael J. Fox Movie,Micah Blaichman,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Taylor Swift: The Eras Tour,Jacob Farron Smith,production mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Taylor Swift: The Eras Tour,John Ross,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Taylor Swift: The Eras Tour,David Payne,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Documentary,Taylor Swift: The Eras Tour,Christopher Rowe,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Barbie,Nina Rice,production mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Barbie,Kevin O'Connell,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Barbie,Ai-Ling Lee,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Barbie,Peter Cobbin,scoring mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Barbie,Kirsty Whalley,scoring mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Barbie,Bobby Johanson,adr mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Barbie,Kevin Schultz,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Ferrari,Lee Orloff,production mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Ferrari,Andy Nelson,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Ferrari,Tony Lamberti,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Ferrari,Luke Schwarzweller,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Ferrari,Andrew Dudman,scoring mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Ferrari,Matthew Wood,adr mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Ferrari,Giorgi Lekishvili,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Killers of the Flower Moon,Mark Ulano,production mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Killers of the Flower Moon,Tom Fleischman,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Killers of the Flower Moon,Eugene Gearty,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Killers of the Flower Moon,George A. Lara,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Maestro,Steven A. Morrow,production mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Maestro,Tom Ozanich,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Maestro,Dean A. Zupancic,re-recording mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Maestro,Nick Baxter,scoring mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Maestro,Bobby Johanson,adr mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Maestro,Walter Spencer,foley mixer,FALSE,Sound Mixing
2023,Motion Picture – Live Action,Oppenheimer,Willie D. Burton,production mixer,TRUE,Sound Mixing
2023,Motion Picture – Live Action,Oppenheimer,Gary A. Rizzo,re-recording mixer,TRUE,Sound Mixing
2023,Motion Picture – Live Action,Oppenheimer,Kevin O'Connell,re-recording mixer,TRUE,Sound Mixing
2023,Motion Picture – Live Action,Oppenheimer,Chris Fogel,scoring mixer,TRUE,Sound Mixing
2023,Motion Picture – Live Action,Oppenheimer,Tavish Grade,foley mixer,TRUE,Sound Mixing
2023,Motion Picture – Live Action,Oppenheimer,Jack Cucci,foley mixer,TRUE,Sound Mixing
2023,Motion Picture – Live Action,Oppenheimer,Mikel Parraga-Wills,foley mixer,TRUE,Sound Mixing
2022,Motion Picture – Live Action,All Quiet on the Western Front,Viktor Prášil,production mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,All Quiet on the Western Front,Lars Ginzel,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,All Quiet on the Western Front,Stefan Korte,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,All Quiet on the Western Front,Daniel Kresco,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,All Quiet on the Western Front,Jan Meyerdierks,adr mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,All Quiet on the Western Front,Hanse Warns,foley mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Avatar: The Way of Water,Julian Howarth,production mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Avatar: The Way of Water,Christopher Boyes,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Avatar: The Way of Water,Gary Summers,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Avatar: The Way of Water,Michael Hedges,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Avatar: The Way of Water,Simon Rhodes,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Avatar: The Way of Water,Bill Higley,adr mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Avatar: The Way of Water,Tavish Grade,foley mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Elvis,David Lee,production mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Elvis,Andy Nelson,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Elvis,Michael Keller,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Elvis,Wayne Pashley,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Elvis,Geoff Foster,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Elvis,Tami Treadwell,adr mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Elvis,Amy Barber,foley mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,The Batman,Stuart Wilson,production mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,The Batman,Andy Nelson,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,The Batman,William Files,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,The Batman,Kirsty Whalley,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,The Batman,Peter Cobbin,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,The Batman,Ryan D. Young,adr mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,The Batman,Darin Mann,foley mixer,FALSE,Sound Mixing
2022,Motion Picture – Live Action,Top Gun: Maverick,Mark Weingarten,production mixer,TRUE,Sound Mixing
2022,Motion Picture – Live Action,Top Gun: Maverick,Chris Burdon,re-recording mixer,TRUE,Sound Mixing
2022,Motion Picture – Live Action,Top Gun: Maverick,Mark Taylor,re-recording mixer,TRUE,Sound Mixing
2022,Motion Picture – Live Action,Top Gun: Maverick,Al Clay,scoring mixer,TRUE,Sound Mixing
2022,Motion Picture – Live Action,Top Gun: Maverick,Stephen Lipson,scoring mixer,TRUE,Sound Mixing
2022,Motion Picture – Live Action,Top Gun: Maverick,Blake Collins,foley mixer,TRUE,Sound Mixing
2022,Motion Picture – Documentary,Good NIght Oppy,Mark Mangini,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Documentary,Good NIght Oppy,Greg Hayes,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Documentary,"Hallelujah: Leonard Cohen, a Journey, a Song",Bob Edwards,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Documentary,"Hallelujah: Leonard Cohen, a Journey, a Song",Scott R. Lewis,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Documentary,Louis Armstrong's Black and Blues,Leslie Shatz,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Documentary,Louis Armstrong's Black and Blues,Louis Schultz,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Documentary,Moonage Daydream,Paul Massey,re-recording mixer,TRUE,Sound Mixing
2022,Motion Picture – Documentary,Moonage Daydream,David Giammarco,re-recording mixer,TRUE,Sound Mixing
2022,Motion Picture – Documentary,Moonage Daydream,Rosenlund Petersen,adr mixer,TRUE,Sound Mixing
2022,Motion Picture – Documentary,The Volcano: Rescue from Whakaari,Joe Milner,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Documentary,The Volcano: Rescue from Whakaari,Jacob Johnston,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Documentary,The Volcano: Rescue from Whakaari,Kevin Carvalho,foley mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Guillermo del Toro's 'Pinocchio',Carlos Sotolongo,original dialogue mixer,TRUE,Sound Mixing
2022,Motion Picture – Animated,Guillermo del Toro's 'Pinocchio',Jon Taylor,re-recording mixer,TRUE,Sound Mixing
2022,Motion Picture – Animated,Guillermo del Toro's 'Pinocchio',Frank Montaño,re-recording mixer,TRUE,Sound Mixing
2022,Motion Picture – Animated,Guillermo del Toro's 'Pinocchio',Peter Cobbin,scoring mixer,TRUE,Sound Mixing
2022,Motion Picture – Animated,Guillermo del Toro's 'Pinocchio',Kirsty Whalley,scoring mixer,TRUE,Sound Mixing
2022,Motion Picture – Animated,Guillermo del Toro's 'Pinocchio',Tavish Grade,foley mixer,TRUE,Sound Mixing
2022,Motion Picture – Animated,Lightyear,Paul McGrath,original dialogue mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Lightyear,Stephen Urata,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Lightyear,Ren Klyce,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Lightyear,Warren Brown,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Lightyear,Scott Curtis,foley mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Minions: The Rise of Gru,Carlos Sotolongo,original dialogue mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Minions: The Rise of Gru,Tim Nielsen,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Minions: The Rise of Gru,Brandon Proctor,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Minions: The Rise of Gru,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Minions: The Rise of Gru,Jason Butler,foley mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Puss in Boots: The Last Wish,Ken Gombos,original dialogue mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Puss in Boots: The Last Wish,Tighe Sheldon,original dialogue mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Puss in Boots: The Last Wish,Julian Slater,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Puss in Boots: The Last Wish,Greg P. Russell,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Puss in Boots: The Last Wish,Alan Meyerson,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Puss in Boots: The Last Wish,Ryan Squires,foley mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Turning Red,Vince Caro,original dialogue mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Turning Red,Stephen Urata,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Turning Red,Ren Klyce,re-recording mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Turning Red,Chris Fogel,scoring mixer,FALSE,Sound Mixing
2022,Motion Picture – Animated,Turning Red,Scott Curtis,foley mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,Dune,Mac Ruth,production mixer,TRUE,Sound Mixing
2021,Motion Picture – Live Action,Dune,Ron Bartlett,re-recording mixer,TRUE,Sound Mixing
2021,Motion Picture – Live Action,Dune,Douglas Hemphill,re-recording mixer,TRUE,Sound Mixing
2021,Motion Picture – Live Action,Dune,Alan Meyerson,scoring mixer,TRUE,Sound Mixing
2021,Motion Picture – Live Action,Dune,Tommy O'Connell,adr mixer,TRUE,Sound Mixing
2021,Motion Picture – Live Action,Dune,Don White,foley mixer,TRUE,Sound Mixing
2021,Motion Picture – Live Action,No Time to Die,Simon Hayes,production mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,No Time to Die,Paul Massey,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,No Time to Die,Mark Taylor,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,No Time to Die,Stephen Lipson,scoring mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,No Time to Die,Mark Appleby,adr mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,No Time to Die,Adam Mendez,foley mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,The Power of the Dog,Richard Flynn,production mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,The Power of the Dog,Robert Mackenzie,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,The Power of the Dog,Tara Webb,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,The Power of the Dog,Graeme Stewart,scoring mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,The Power of the Dog,Steve Burgess,foley mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,Spiderman: No Way Home,Willie Burton,production mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,Spiderman: No Way Home,Tony Lamberti,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,Spiderman: No Way Home,Kevin O'Connell,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,Spiderman: No Way Home,Warren Brown,scoring mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,Spiderman: No Way Home,Howard London,adr mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,Spiderman: No Way Home,Randy K. Singer,foley mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,West Side Story,Tod Maitland,production mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,West Side Story,Andy Nelson,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,West Side Story,Gary Rydstrom,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,West Side Story,Shawn Murphy,scoring mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,West Side Story,Doc Kane,adr mixer,FALSE,Sound Mixing
2021,Motion Picture – Live Action,West Side Story,Frank Rinella,foley mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,Becoming Cousteau,Tony Volante,re-recording mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,Becoming Cousteau,Phil McGowan,scoring mixer,FALSE,Sound Mixing
2021,Motion Picture – Documentary,"Summer of Soul (...or, When the Revolution Could Not Be Televised)",Emily Strong,production mixer,TRUE,Sound Mixing
2021,Motion Picture – Documentary,"Summer of Soul (...or, When the Revolution Could Not Be Televised)",Paul Hsu,re-recording mixer,TRUE,Sound Mixing
