Year,Category,Film,Scene,Nominee,Won,Concordance
2011,Outstanding Supporting Visual Effects in a Photoreal Feature,War Horse,,Mike Mulholland,FALSE,Effects
2011,Outstanding Supporting Visual Effects in a Photoreal Feature,War Horse,,Chris Zeh,FALSE,Effects
2011,Outstanding Supporting Visual Effects in a Photoreal Feature,War Horse,,Duncan Burbidge,FALSE,Effects
2011,Outstanding Supporting Visual Effects in a Photoreal Feature,War Horse,,Ben Morris,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Captain America: The First Avenger,,Edson Williams,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Captain America: The First Avenger,,Christopher Townsend,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Captain America: The First Avenger,,Charlie Noble,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Captain America: The First Avenger,,Mark Soper,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Harry Potter and the Deathly Hallows: Part 2,,John Richardson,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Harry Potter and the Deathly Hallows: Part 2,,Emma Norton,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Harry Potter and the Deathly Hallows: Part 2,,Tim Burke,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Harry Potter and the Deathly Hallows: Part 2,,David Vickery,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: On Stranger Tides,,David Conley,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: On Stranger Tides,,Gary Brozenich,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: On Stranger Tides,,Charlie Gibson,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: On Stranger Tides,,Ben Snow,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Rise of the Planet of the Apes,,Dan Lemmon,TRUE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Rise of the Planet of the Apes,,Joe Letteri,TRUE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Rise of the Planet of the Apes,,Cyndi Ochs,TRUE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Rise of the Planet of the Apes,,Kurt Williams,TRUE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Transformers: Dark of the Moon,,Matthew Butler,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Transformers: Dark of the Moon,,Scott Farrar,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Transformers: Dark of the Moon,,Scott Benza,FALSE,Effects
2011,Outstanding Visual Effects in a Photoreal Feature,Transformers: Dark of the Moon,,Wayne Billheimer,FALSE,Effects
2012,Best Single Visual Effect of the Year,,,,,Effects
2012,Outstanding Special Effects in a Feature Motion Picture,,,,,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Argo,,Gregory McMurry,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Argo,,Michele Vallillo,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Argo,,Tom Smith,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Argo,,Matt Dessero,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Flight,,Michael Lantieri,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Flight,,Ryan Tudhope,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Flight,,Kevin Ballie,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Flight,,Chris Stoski,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Rust and Bone,,Stéphane Thibert,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Rust and Bone,,Béatrice Bauwens,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Rust and Bone,,Cédric Fayolle,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Rust and Bone,,Nicolas Rey,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,The Impossible,,Felix Bergés,TRUE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,The Impossible,,Sandra Hermida,TRUE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,The Impossible,,Pau Costa Moeller,TRUE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Zero Dark Thirty,,Jeremy Hattingh,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Zero Dark Thirty,,Richard Stutsman,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Zero Dark Thirty,,Geoff Anderson,FALSE,Effects
2012,Outstanding Supporting Visual Effects in a Photoreal Feature,Zero Dark Thirty,,Chris Harvey,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Battleship,,Grady Cofer,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Battleship,,Kevin Elam,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Battleship,,Glen McIntosh,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Battleship,,Pablo Helman,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Life of Pi,,Donald R. Elliott,TRUE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Life of Pi,,Susan MacLeod,TRUE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Life of Pi,,Guillaume Rocheron,TRUE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Life of Pi,,Bill Westenhofer,TRUE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Prometheus,,Allen Maris,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Prometheus,,Richard Stammers,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Prometheus,,Paul Butterworth,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,Prometheus,,Charley Henley,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,The Avengers,,Jeff White,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,The Avengers,,Janek Sirrs,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,The Avengers,,Guy Williams,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,The Avengers,,Susan Pickett,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: An Unexpected Journey,,Kevin L. Sherwood,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: An Unexpected Journey,,Joe Letteri,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: An Unexpected Journey,,Eric Saindon,FALSE,Effects
2012,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: An Unexpected Journey,,Eileen Moran,FALSE,Effects
2013,Best Single Visual Effect of the Year,,,,,Effects
2013,Outstanding Special Effects in a Feature Motion Picture,,,,,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,Rush,,Antoine Moulineau,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,Rush,,Jody Johnson,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,Rush,,Mark Hodgkins,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,Rush,,Moriah Etherington-Sparks,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Great Gatsby,,Joyce Cox,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Great Gatsby,,Prue Fletcher,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Great Gatsby,,Chris Godfrey,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Lone Ranger,,Tim Alexander,TRUE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Lone Ranger,,Gary Brozenich,TRUE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Lone Ranger,,Shari Hanson,TRUE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Lone Ranger,,Kevin Martel,TRUE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Secret Life of Walter Mitty,,Kurt Williams,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Secret Life of Walter Mitty,,Monette Dubin,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Secret Life of Walter Mitty,,Guillaume Rocheron,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Secret Life of Walter Mitty,,Ivan Moran,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Wolf of Wall Street,,Joseph Farrell,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Wolf of Wall Street,,Lisa Spence,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Wolf of Wall Street,,Robert Legato,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,The Wolf of Wall Street,,Mark Russell,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,White House Down,,Volker Engel,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,White House Down,,Julia Frey,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,White House Down,,Ollie Rankin,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,White House Down,,Marc Weigert,FALSE,Effects
2013,Outstanding Supporting Visual Effects in a Photoreal Feature,,,,,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Gravity,,Tim Webber,TRUE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Gravity,,Nikki Penny,TRUE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Gravity,,Chris Lawrence,TRUE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Gravity,,Richard Mcbride,TRUE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Iron Man 3,,Guy Williams,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Iron Man 3,,Christopher Townsend,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Iron Man 3,,Mark Soper,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Iron Man 3,,Bryan Grill,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Pacific Rim,,Chris Raimo,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Pacific Rim,,Hal Hickel,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Pacific Rim,,Susan Greenhow,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Pacific Rim,,John Knoll,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Star Trek Into Darkness,,Roger Guyett,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Star Trek Into Darkness,,Luke O’Byrne,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Star Trek Into Darkness,,Ron Ames,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,Star Trek Into Darkness,,Ben Grossman,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: The Desolation of Smaug,,Eric Saindon,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: The Desolation of Smaug,,David Clayton,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: The Desolation of Smaug,,Joe Letteri,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: The Desolation of Smaug,,Kevin Sherwood,FALSE,Effects
2013,Outstanding Visual Effects in a Photoreal Feature,,,,,Effects
2014,Best Single Visual Effect of the Year,,,,,Effects
2014,Outstanding Special Effects in a Feature Motion Picture,,,,,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Birdman or (The Unexpected Virtue of Ignorance),,Ara Khanikian,TRUE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Birdman or (The Unexpected Virtue of Ignorance),,Ivy Agregan,TRUE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Birdman or (The Unexpected Virtue of Ignorance),,Sebastien Moreau,TRUE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Divergent,,Matt Dessero,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Divergent,,Jim Berney,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Divergent,,Greg Baxter,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,The Grand Budapest Hotel,,Jan Burda,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,The Grand Budapest Hotel,,Simon Weisse,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,The Grand Budapest Hotel,,Jenny Foster,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,The Grand Budapest Hotel,,Gabriel Sanchez,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,The Imitation Game,,Lucy Ainsworth-Taylor,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,The Imitation Game,,Stuart Bullen,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,The Imitation Game,,Simon Rowe,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Unbroken,,Dave Morley,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Unbroken,,Brian Cox,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Unbroken,,Erin Dusseault,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Unbroken,,Bill George,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,Unbroken,,Steve Gaub,FALSE,Effects
2014,Outstanding Supporting Visual Effects in a Photoreal Feature,,,,,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Dawn of the Planet of the Apes,,Joe Letteri,TRUE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Dawn of the Planet of the Apes,,Ryan Stafford,TRUE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Dawn of the Planet of the Apes,,Matt Kutcher,TRUE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Dawn of the Planet of the Apes,,Dan Lemmon,TRUE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Dawn of the Planet of the Apes,,Hannah Blanchini,TRUE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy,,Stephane Ceretti,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy,,Paul Corbould,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy,,Nicolas Aithadi,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy,,Jonathan Fawkner,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Guardians of the Galaxy,,Susan Pickett,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Interstellar,,Paul Franklin,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Interstellar,,Scott Fisher,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Interstellar,,Kevin Elam,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Interstellar,,Ann Podlozny,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Interstellar,,Andrew Lockley,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Maleficent,,Carey Villegas,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Maleficent,,Michael Dawson,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Maleficent,,Barrie Hemsley,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Maleficent,,Kelly Port,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,Maleficent,,Adam Valdez,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: The Battle of the Five Armies,,Steve Ingram,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: The Battle of the Five Armies,,Eric Saindon,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: The Battle of the Five Armies,,Kevin Sherwood,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: The Battle of the Five Armies,,David Conley,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,The Hobbit: The Battle of the Five Armies,,Joe Letteri,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,X-Men: Days of Future Past,,Ricard Stammers,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,X-Men: Days of Future Past,,Blondel Aidoo,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,X-Men: Days of Future Past,,Cameron Waldbauer,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,X-Men: Days of Future Past,,Lou Pecora,FALSE,Effects
2014,Outstanding Visual Effects in a Photoreal Feature,X-Men: Days of Future Past,,Anders Landlangs,FALSE,Effects
2015,Best Single Visual Effect of the Year,,,,,Effects
2015,Outstanding Special Effects in a Feature Motion Picture,,,,,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,Bridge of Spies,,Charlie Noble,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,Bridge of Spies,,Jennifer Meislohn,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,Bridge of Spies,,Sven Martin,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,Bridge of Spies,,Gerd Nefzer,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,Bridge of Spies,,Sean Stranks,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,Everest,,Dadi Einarsson,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,Everest,,Roma O'Connor,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,Everest,,Matthias Bjarnsasson,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,Everest,,Richard Van Den Bergh,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,In The Heart of the Sea,,Jody Johnson,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,In The Heart of the Sea,,Leslie Lerman,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,In The Heart of the Sea,,Sean Stranks,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,In The Heart of the Sea,,Bryan Hirota,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,In The Heart of the Sea,,Mark Holt,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,The Revenant,,Rich McBride,TRUE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,The Revenant,,Ivy Agregan,TRUE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,The Revenant,,Jason Smith,TRUE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,The Revenant,,Nicolas Chevallier,TRUE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,The Revenant,,Cameron Waldbauer,TRUE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,The Walk,,Viktor Muller,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,The Walk,,Sebastien Moreau,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,The Walk,,Kevin Baillie,FALSE,Effects
2015,Outstanding Supporting Visual Effects in a Photoreal Feature,The Walk,,Camille Cellucci,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Furious 7,,Martin Hill,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Furious 7,,Mike Wassel,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Furious 7,,Dan Sudick,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Furious 7,,Kevin McIlwain,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Furious 7,,Karen Murphy,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Mad Max: Fury Road,,Andrew Jackson,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Mad Max: Fury Road,,Holly Radcliffe,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Mad Max: Fury Road,,Dan Oliver,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Mad Max: Fury Road,,Andy Williams,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Mad Max: Fury Road,,Tom Wood,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,San Andreas,,Colin Strause,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,San Andreas,,Nordin Rahhati,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,San Andreas,,Brian Cox,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,San Andreas,,Randall Starr,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,San Andreas,,Bryan Grill,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Star Wars: The Force Awakens,,Roger Guyett,TRUE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Star Wars: The Force Awakens,,Luke O'Byrne,TRUE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Star Wars: The Force Awakens,,Patrick Tubach,TRUE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Star Wars: The Force Awakens,,Paul Kavanagh,TRUE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,Star Wars: The Force Awakens,,Chris Corbould,TRUE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,The Martian,,Richard Stammers,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,The Martian,,Barrie Hemsley,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,The Martian,,Matt Sloan,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,The Martian,,Chris Lawrence,FALSE,Effects
2015,Outstanding Visual Effects in a Photoreal Feature,The Martian,,Steven Warner,FALSE,Effects
2016,Best Single Visual Effect of the Year,,,,,Effects
2016,Outstanding Special Effects in a Feature Motion Picture,,,,,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Allied,,Kevin Baillie,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Allied,,Sandra Scott,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Allied,,Viktor Muller,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Allied,,Brennan Doyle,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Allied,,Richard Van Den Bergh,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Deepwater Horizon,,Craig Hammack,TRUE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Deepwater Horizon,,Petra Holtorf-Stratton,TRUE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Deepwater Horizon,,Jason Snell,TRUE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Deepwater Horizon,,John Galloway,TRUE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Deepwater Horizon,,Burt Dalton,TRUE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Jason Bourne,,Charlie Noble,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Jason Bourne,,Huw Evans,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Jason Bourne,,Dan Barrow,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Jason Bourne,,Julian Gnass,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Jason Bourne,,Steve Warner,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Silence,,Juan Garcia,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Silence,,Pablo Helman,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Silence,,Brian Barlettani,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Silence,,R. Bruce Steinheimer,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Silence,,Ivan Busquets,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Sully,,Michael Owens,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Sully,,Bryan Litson,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Sully,,Steven Riley,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Sully,,Tyler Kehl,FALSE,Effects
2016,Outstanding Supporting Visual Effects in a Photoreal Feature,Sully,,Mark Curtis,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Doctor Strange,,Stephane Ceretti,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Doctor Strange,,Susan Pickett,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Doctor Strange,,Paul Corbould,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Doctor Strange,,Richard Bluff,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Doctor Strange,,Vincent Cirelli,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Fantastic Beasts and Where to Find Them,,Christian Manz,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Fantastic Beasts and Where to Find Them,,Olly Young,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Fantastic Beasts and Where to Find Them,,David Watkins,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Fantastic Beasts and Where to Find Them,,Tim Burke,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Fantastic Beasts and Where to Find Them,,Pablo Grillo,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Miss Peregrine's Home for Peculiar Children,,Frazer Churchill,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Miss Peregrine's Home for Peculiar Children,,Hayley Williams,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Miss Peregrine's Home for Peculiar Children,,Hal Couzens,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Miss Peregrine's Home for Peculiar Children,,Andrew Lockley,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Miss Peregrine's Home for Peculiar Children,,Jelmer Boskma,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Rogue One: A Star Wars Story,,John Knoll,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Rogue One: A Star Wars Story,,Erin Dusseault,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Rogue One: A Star Wars Story,,Neil Corbould,FALSE,Effects
2016,Outstanding Visual Effects in a Photoreal Feature,Rogue One: A Star Wars Story,,Hal Hickel,FALSE,Effects
