Year,Category,Film,Scene,Nominee,Won,Concordance
2006,Outstanding Special Effects in a Feature Motion Picture,Superman Returns,,Neil Corbould,FALSE,Effects
2006,Outstanding Special Effects in a Feature Motion Picture,Superman Returns,,David Brighton,FALSE,Effects
2006,Outstanding Special Effects in a Feature Motion Picture,Superman Returns,,David Young,FALSE,Effects
2006,Outstanding Special Effects in a Feature Motion Picture,Superman Returns,,Robert Heggie,FALSE,Effects
2006,Outstanding Special Effects in a Feature Motion Picture,,,,,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Blood Diamond,,Jeffrey Okun,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Blood Diamond,,Thomas Boland,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Blood Diamond,,Tim Crosbie,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Blood Diamond,,Neil Greenberg,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Children of Men,,Lucy Killick,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Children of Men,,Frazer Churchill,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Children of Men,,Tim Webber,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Children of Men,,Paul Corbould,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Flags of Our Fathers,,Michael Owens,TRUE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Flags of Our Fathers,,Matthew Butler,TRUE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Flags of Our Fathers,,Bryan Grill,TRUE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,Flags of Our Fathers,,Julian Levi,TRUE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,The Da Vinci Code,,Angus Bickerton,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,The Da Vinci Code,,Gary Brozenich,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,The Da Vinci Code,,Paul Riddle,FALSE,Effects
2006,Outstanding Supporting Visual Effects in a Photoreal Feature,The Da Vinci Code,,Barrie Hemsley,FALSE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,Charlotte's Web,,Karin Joy,FALSE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,Charlotte's Web,,John Berton,FALSE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,Charlotte's Web,,Blair Clark,FALSE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,Charlotte's Web,,John Dietz,FALSE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: Dead Man's Chest,,John Knoll,TRUE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: Dead Man's Chest,,Jill Brooks,TRUE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: Dead Man's Chest,,Hal Hickel,TRUE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: Dead Man's Chest,,Charlie Gibson,TRUE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,The Fountain,,Jeremy Dawson,FALSE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,The Fountain,,Dan Schrecker,FALSE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,The Fountain,,Mark Soper,FALSE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,The Fountain,,Peter Parks,FALSE,Effects
2006,Outstanding Visual Effects in a Photoreal Feature,,,,,Effects
2007,Best Single Visual Effect of the Year,300,Crazy Horse Sequence,Chris Watts,FALSE,Effects
2007,Best Single Visual Effect of the Year,300,Crazy Horse Sequence,Gayle Busby,FALSE,Effects
2007,Best Single Visual Effect of the Year,300,Crazy Horse Sequence,Kristy Millar,FALSE,Effects
2007,Best Single Visual Effect of the Year,Pirates of the Caribbean: At World's End,Jack and Davey Duel,Philippe Rebours,FALSE,Effects
2007,Best Single Visual Effect of the Year,Pirates of the Caribbean: At World's End,Jack and Davey Duel,John Knoll,FALSE,Effects
2007,Best Single Visual Effect of the Year,Pirates of the Caribbean: At World's End,Jack and Davey Duel,Jill Brooks,FALSE,Effects
2007,Best Single Visual Effect of the Year,Pirates of the Caribbean: At World's End,Jack and Davey Duel,Francois Lambert,FALSE,Effects
2007,Best Single Visual Effect of the Year,Spider-Man 3,The Birth of Sandman,Spencer Cook,FALSE,Effects
2007,Best Single Visual Effect of the Year,Spider-Man 3,The Birth of Sandman,Doug Bloom,FALSE,Effects
2007,Best Single Visual Effect of the Year,Spider-Man 3,The Birth of Sandman,Scott Stokdyk,FALSE,Effects
2007,Best Single Visual Effect of the Year,Spider-Man 3,The Birth of Sandman,Terry Clotiaux,FALSE,Effects
2007,Best Single Visual Effect of the Year,Surf's Up,Riding the Visual Effects Tube,Lydia Bottegoni,FALSE,Effects
2007,Best Single Visual Effect of the Year,Surf's Up,Riding the Visual Effects Tube,Daniel Kramer,FALSE,Effects
2007,Best Single Visual Effect of the Year,Surf's Up,Riding the Visual Effects Tube,Matt Hausman,FALSE,Effects
2007,Best Single Visual Effect of the Year,Surf's Up,Riding the Visual Effects Tube,Rob Bredow,FALSE,Effects
2007,Best Single Visual Effect of the Year,Transformers,Desert Highway Sequence,Scott Farrar,TRUE,Effects
2007,Best Single Visual Effect of the Year,Transformers,Desert Highway Sequence,Shari Hanson,TRUE,Effects
2007,Best Single Visual Effect of the Year,Transformers,Desert Highway Sequence,Shawn Kelly,TRUE,Effects
2007,Best Single Visual Effect of the Year,Transformers,Desert Highway Sequence,Michael Jamieson,TRUE,Effects
2007,Outstanding Special Effects in a Feature Motion Picture,Harry Potter and the Order of the Phoenix,,John Richardson,TRUE,Effects
2007,Outstanding Special Effects in a Feature Motion Picture,Harry Potter and the Order of the Phoenix,,Stephen Hamilton,TRUE,Effects
2007,Outstanding Special Effects in a Feature Motion Picture,Harry Potter and the Order of the Phoenix,,Richard Farris,TRUE,Effects
2007,Outstanding Special Effects in a Feature Motion Picture,Harry Potter and the Order of the Phoenix,,Stephen Hutchinson,TRUE,Effects
2007,Outstanding Special Effects in a Feature Motion Picture,,,,,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Blades of Glory,,Mark Breakspear,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Blades of Glory,,Randy Starr,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Blades of Glory,,Shauna Bryan,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Blades of Glory,,Kody Sabourin,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Ratatouille,,Michael Fong,TRUE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Ratatouille,,Apurva Shah,TRUE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Ratatouille,,Christine Waggoner,TRUE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Ratatouille,,Michael Fu,TRUE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,The Kite Runner,,Leif Einarsson,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,The Kite Runner,,David Ebner,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,The Kite Runner,,Les Jones,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,The Kite Runner,,Todd Perry,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,We Own the Night,,Brad Parker,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,We Own the Night,,Oliver Sarda,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,We Own the Night,,Kelly Port,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,We Own the Night,,Julian Levi,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Zodiac,,Craig Barron,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Zodiac,,Janelle Croshaw,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Zodiac,,Chris Evans,FALSE,Effects
2007,Outstanding Supporting Visual Effects in a Photoreal Feature,Zodiac,,Eric Barba,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,I Am Legend,,Crys Forsyth-Smith,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,I Am Legend,,Janek Sirrs,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,I Am Legend,,Mike Chambers,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,I Am Legend,,Jim Berney,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: At World's End,,Hal Hickel,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: At World's End,,Charlie Gibson,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: At World's End,,John Knoll,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Pirates of the Caribbean: At World's End,,Jill Brooks,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Spider-Man 3,,Terry Clotiaux,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Spider-Man 3,,Peter Nofz,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Spider-Man 3,,Spencer Cook,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Spider-Man 3,,Scott Stokdyk,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,The Golden Compass,,Michael Fink,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,The Golden Compass,,Susan MacLeod,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,The Golden Compass,,Bill Westenhofer,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,The Golden Compass,,Ben Morris,FALSE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Transformers,,Scott Farrar,TRUE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Transformers,,Shari Hanson,TRUE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Transformers,,Russell Earl,TRUE,Effects
2007,Outstanding Visual Effects in a Photoreal Feature,Transformers,,Scott Benza,TRUE,Effects
2008,Best Single Visual Effect of the Year,Cloverfield,Statue of Liberty Crash and Woolworth Tower Collapse,Chantal Feghali,FALSE,Effects
2008,Best Single Visual Effect of the Year,Cloverfield,Statue of Liberty Crash and Woolworth Tower Collapse,David Vickery,FALSE,Effects
2008,Best Single Visual Effect of the Year,Cloverfield,Statue of Liberty Crash and Woolworth Tower Collapse,Ben Taylor,FALSE,Effects
2008,Best Single Visual Effect of the Year,Cloverfield,Statue of Liberty Crash and Woolworth Tower Collapse,Michael Ellis,FALSE,Effects
2008,Best Single Visual Effect of the Year,Indiana Jones and the Kingdom of the Crystal Skull,Valley Destruction,Jeff White,FALSE,Effects
2008,Best Single Visual Effect of the Year,Indiana Jones and the Kingdom of the Crystal Skull,Valley Destruction,Craig Hammack,FALSE,Effects
2008,Best Single Visual Effect of the Year,Indiana Jones and the Kingdom of the Crystal Skull,Valley Destruction,Stephanie Hornish,FALSE,Effects
2008,Best Single Visual Effect of the Year,Indiana Jones and the Kingdom of the Crystal Skull,Valley Destruction,Pablo Helman,FALSE,Effects
2008,Best Single Visual Effect of the Year,Iron Man,,Wayne Billheimer,FALSE,Effects
2008,Best Single Visual Effect of the Year,Iron Man,,Victoria Alonso,FALSE,Effects
2008,Best Single Visual Effect of the Year,Iron Man,,John Nelson,FALSE,Effects
2008,Best Single Visual Effect of the Year,Iron Man,,Ben Snow,FALSE,Effects
2008,Best Single Visual Effect of the Year,The Curious Case of Benjamin Button,Benjamin’s Secret,Eric Barba,TRUE,Effects
2008,Best Single Visual Effect of the Year,The Curious Case of Benjamin Button,Benjamin’s Secret,Lisa Beroud,TRUE,Effects
2008,Best Single Visual Effect of the Year,The Curious Case of Benjamin Button,Benjamin’s Secret,Steve Preeg,TRUE,Effects
2008,Best Single Visual Effect of the Year,The Curious Case of Benjamin Button,Benjamin’s Secret,Jonathan Litt,TRUE,Effects
2008,Best Single Visual Effect of the Year,The Day The Earth Stood Still,Newborn Klaatu,Jeffrey A. Okun,FALSE,Effects
2008,Best Single Visual Effect of the Year,The Day The Earth Stood Still,Newborn Klaatu,Thomas M. Boland,FALSE,Effects
2008,Best Single Visual Effect of the Year,The Day The Earth Stood Still,Newborn Klaatu,Ben Thompson,FALSE,Effects
2008,Best Single Visual Effect of the Year,The Day The Earth Stood Still,Newborn Klaatu,R. Christopher White,FALSE,Effects
2008,Outstanding Special Effects in a Feature Motion Picture,Defiance,,Steven Warner,FALSE,Effects
2008,Outstanding Special Effects in a Feature Motion Picture,Defiance,,Anne Marie Walters,FALSE,Effects
2008,Outstanding Special Effects in a Feature Motion Picture,Defiance,,Alan Young,FALSE,Effects
2008,Outstanding Special Effects in a Feature Motion Picture,Defiance,,Neil Corbould,FALSE,Effects
2008,Outstanding Special Effects in a Feature Motion Picture,The Dark Knight,Overall,Chris Corbould,TRUE,Effects
2008,Outstanding Special Effects in a Feature Motion Picture,The Dark Knight,Overall,Peter Notley,TRUE,Effects
2008,Outstanding Special Effects in a Feature Motion Picture,The Dark Knight,Overall,Ian Lowe,TRUE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Changeling,,Michael Owens,TRUE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Changeling,,Geoffrey Hancock,TRUE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Changeling,,Jinnie Pak,TRUE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Changeling,,Dennis Hoffman,TRUE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Eagle Eye,,Jim Berney,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Eagle Eye,,Crys Forsythe-Smith,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Eagle Eye,,David Smith,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Eagle Eye,,Jim Rygiel,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Nim's Island,,Camille Cellucci,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Nim's Island,,Fred Pienkos,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Nim's Island,,James Straus,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Nim's Island,,Scott Gordon,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,"Synecdoche, New York",,Eric Robertson,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,"Synecdoche, New York",,Brett Miller,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,"Synecdoche, New York",,Mark Russell,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,"Synecdoche, New York",,Richard Friedlander,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Valkyrie,,Maricel Pagulayan,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Valkyrie,,Peter Nofz,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Valkyrie,,Daniel Eaton,FALSE,Effects
2008,Outstanding Supporting Visual Effects in a Photoreal Feature,Valkyrie,,Richard R. Hoover,FALSE,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Cloverfield,,Kevin Blank,,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Cloverfield,,Chantal Feghali,,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Cloverfield,,Michael Ellis,,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Cloverfield,,Eric Leven,,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Hellboy 2: The Golden Army,,Lucy Killick,FALSE,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Hellboy 2: The Golden Army,,Adrian de Wet,FALSE,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Hellboy 2: The Golden Army,,Eamonn Butler,FALSE,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Hellboy 2: The Golden Army,,Michael J. Wassel,FALSE,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Iron Man,,Victoria Alonso,FALSE,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Iron Man,,John Nelson,FALSE,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Iron Man,,Hal Hickel,FALSE,Effects
2008,Outstanding Visual Effects in a Photoreal Feature,Iron Man,,Ben Snow,FALSE,Effects
