Year,Song,Film,Category,Concordance,Won,Role,Nominee
2010,,Sherlock Holmes,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2009,,Up,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Michael Giacchino
2009,,The Curious Case of Benjamin Button,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Alexandre Desplat
2009,,Harry Potter and the Half-Blood Prince,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Nicholas Hooper
2009,,Milk,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Danny Elfman
2009,,Star Trek,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Michael Giacchino
2008,,The Dark Knight,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Hans Zimmer
2008,,The Dark Knight,Best Score Soundtrack for Visual Media,Original Score,TRUE,,James Newton Howard
2008,,Indiana Jones and the Kingdom of the Crystal Skull,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2008,,Iron Man,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Ramin Djawadi
2008,,There Will Be Blood,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Jonny Greenwood
2008,,WALL-E,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Thomas Newman
2007,,Ratatouille,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Michael Giacchino
2007,,Babel,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Gustavo Santaolalla
2007,,Blood Diamond,Best Score Soundtrack for Visual Media,Original Score,FALSE,,James Newton Howard
2007,,The Departed,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Howard Shore
2007,,Happy Feet,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Powell
2007,,Pan's Labyrinth,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Javier Navarrete
2006,,Memoirs of a Geisha,Best Score Soundtrack for Visual Media,Original Score,TRUE,,John Williams
2006,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Best Score Soundtrack for Visual Media,Original Score,FALSE,,Harry Gregson-Williams
2006,,The Da Vinci Code,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2006,,Munich,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2006,,Pirates of the Caribbean: Dead Man's Chest,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Hans Zimmer
2005,,Ray,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Craig Armstrong
2005,,The Aviator,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Howard Shore
2005,,The Incredibles,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Michael Giacchino
2005,,Million Dollar Baby,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Clint Eastwood
2005,,Star Wars Episode III: Revenge of the Sith,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2004,,The Lord of the Rings: The Return of the King,Best Score Soundtrack for Visual Media,Original Score,TRUE,,Howard Shore
2004,,Angels in America,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Thomas Newman
2004,,Big Fish,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Danny Elfman
2004,,Eternal Sunshine of the Spotless Mind,Best Score Soundtrack for Visual Media,Original Score,FALSE,,Jon Brion
2004,,Harry Potter and the Prisoner of Azkaban,Best Score Soundtrack for Visual Media,Original Score,FALSE,,John Williams
2026,,How to Train Your Dragon,Best Score Soundtrack Album for Visual Media,Original Score,FALSE,,John Powell
2026,,Severance: Season 2,Best Score Soundtrack Album for Visual Media,Original Score,FALSE,,Theodore Shapiro
2026,,Sinners,Best Score Soundtrack Album for Visual Media,Original Score,FALSE,,Ludwig Göransson
2026,,Wicked,Best Score Soundtrack Album for Visual Media,Original Score,FALSE,,John Powell & Stephen Schwartz
2026,,The Wild Robot,Best Score Soundtrack Album for Visual Media,Original Score,FALSE,,Kris Bowers
2026,As Alive as You Need Me to Be,Tron: Ares,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Trent Reznor
2026,As Alive as You Need Me to Be,Tron: Ares,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Atticus Ross
2026,As Alive as You Need Me to Be,Tron: Ares,Best Song Written for Visual Media,Original Song,FALSE,Performer,Nine Inch Nails
2026,Golden,KPop Demon Hunters,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Ejae
2026,Golden,KPop Demon Hunters,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Mark Sonnenblick
2026,Golden,KPop Demon Hunters,Best Song Written for Visual Media,Original Song,FALSE,Performer,Huntrix
2026,Golden,KPop Demon Hunters,Best Song Written for Visual Media,Original Song,FALSE,Performer,Ejae
2026,Golden,KPop Demon Hunters,Best Song Written for Visual Media,Original Song,FALSE,Performer,Audrey Nuna
2026,Golden,KPop Demon Hunters,Best Song Written for Visual Media,Original Song,FALSE,Performer,Rei Ami
2026,I Lied to You,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Ludwig Göransson
2026,I Lied to You,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Raphael Saadiq
2026,I Lied to You,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Performer,Miles Caton
2026,Never Too Late,Elton John: Never Too Late,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Brandi Carlile
2026,Never Too Late,Elton John: Never Too Late,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Elton John
2026,Never Too Late,Elton John: Never Too Late,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Bernie Taupin
2026,Never Too Late,Elton John: Never Too Late,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Andrew Watt
2026,Never Too Late,Elton John: Never Too Late,Best Song Written for Visual Media,Original Song,FALSE,Performer,Elton John
2026,Never Too Late,Elton John: Never Too Late,Best Song Written for Visual Media,Original Song,FALSE,Performer,Brandi Carlile
2026,"Pale, Pale Moon",Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Ludwig Göransson
2026,"Pale, Pale Moon",Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Brittany Howard
2026,"Pale, Pale Moon",Sinners,Best Song Written for Visual Media,Original Song,FALSE,Performer,Jayme Lawson
2026,Sinners,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Leonard Denisenko
2026,Sinners,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Rodarius Green
2026,Sinners,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Travis Harrington
2026,Sinners,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Tarkan Kozluklu
2026,Sinners,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Kyris Mingo
2026,Sinners,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Songwriter,Darius Povilinus
2026,Sinners,Sinners,Best Song Written for Visual Media,Original Song,FALSE,Performer,Rod Wave
