Year,Category,Concordance,Film,Film_Original,Country,Nominee,Won,Role,Adapted from,Character
2013,Best Short Animation,Animated Short Film,I Am Tom Moody,,,Ainslie Henderson,FALSE,,,
2013,Best Short Animation,Animated Short Film,Everything I Can See From Here,,,Bjorn-Erik Aschim,FALSE,,,
2013,Best Short Animation,Animated Short Film,Everything I Can See From Here,,,Friederike Nicolaus,FALSE,,,
2013,Best Short Animation,Animated Short Film,Everything I Can See From Here,,,Sam Taylor,FALSE,,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,Kelly + Victor,,,Kieran Evans,TRUE,director,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,Kelly + Victor,,,Kieran Evans,TRUE,writer,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,For Those in Peril,,,Paul Wright,FALSE,director,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,For Those in Peril,,,Paul Wright,FALSE,writer,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,For Those in Peril,,,Polly Stokes,FALSE,producer,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,Good Vibrations,,,Colin Carberry,FALSE,writer,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,Good Vibrations,,,Glenn Patterson,FALSE,writer,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,Saving Mr. Banks,,,Kelly Marcel,FALSE,writer,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,Shell,,,Scott Graham,FALSE,director,,
2013,"Outstanding Début by a British Writer, Director, or Producer",,Shell,,,Scott Graham,FALSE,writer,,
2013,Best Direction,Director,Gravity,,,Alfonso Cuarón,TRUE,,,
2013,Best Direction,Director,Captain Phillips,,,Paul Greengrass,FALSE,,,
2013,Best Direction,Director,12 Years a Slave,,,Steve McQueen,FALSE,,,
2013,Best Direction,Director,American Hustle,,,David O. Russell,FALSE,,,
2013,Best Direction,Director,The Wolf of Wall Street,,,Martin Scorsese,FALSE,,,
2013,Best Adapted Screenplay,Screenplay (Adapted),Philomena,,,Steve Coogan,TRUE,,The Lost Child of Philomena Lee by Martin Sixsmith,
2013,Best Adapted Screenplay,Screenplay (Adapted),Philomena,,,Jeff Pope,TRUE,,The Lost Child of Philomena Lee by Martin Sixsmith,
2013,Best Adapted Screenplay,Screenplay (Adapted),12 Years a Slave,,,John Ridley,FALSE,,Twelve Years a Slave by Solomon Northup,
2013,Best Adapted Screenplay,Screenplay (Adapted),Behind the Candelabra,,,Richard LaGravenese,FALSE,,Behind the Candelabra: My Life with Liberace by Scott Thorson,
2013,Best Adapted Screenplay,Screenplay (Adapted),Captain Phillips,,,Billy Ray,FALSE,,A Captain's Duty by Richard Phillips with Stephan Talty,
2013,Best Adapted Screenplay,Screenplay (Adapted),The Wolf of Wall Street,,,Terence Winter,FALSE,,The Wolf of Wall Street by Jordan Belfort,
2013,Best Original Screenplay,Screenplay (Original),American Hustle,,,Eric Warren Singer,TRUE,,,
2013,Best Original Screenplay,Screenplay (Original),American Hustle,,,David O. Russell,TRUE,,,
2013,Best Original Screenplay,Screenplay (Original),Blue Jasmine,,,Woody Allen,FALSE,,,
2013,Best Original Screenplay,Screenplay (Original),Gravity,,,Alfonso Cuarón,FALSE,,,
2013,Best Original Screenplay,Screenplay (Original),Gravity,,,Jonás Cuarón,FALSE,,,
2013,Best Original Screenplay,Screenplay (Original),Inside Llewyn Davis,,,Joel Coen,FALSE,,,
2013,Best Original Screenplay,Screenplay (Original),Inside Llewyn Davis,,,Ethan Coen,FALSE,,,
2013,Best Original Screenplay,Screenplay (Original),Nebraska,,,Bob Nelson,FALSE,,,
2013,Best Actor in a Leading Role,Actor in a Leading Role,12 Years a Slave,,,Chiwetel Ejiofor,TRUE,,,Solomon Northup
2013,Best Actor in a Leading Role,Actor in a Leading Role,American Hustle,,,Christian Bale,FALSE,,,Irving Rosenfeld
2013,Best Actor in a Leading Role,Actor in a Leading Role,Nebraska,,,Bruce Dern,FALSE,,,Woody Grant
2013,Best Actor in a Leading Role,Actor in a Leading Role,The Wolf of Wall Street,,,Leonardo DiCaprio,FALSE,,,Jordan Belfort
2013,Best Actor in a Leading Role,Actor in a Leading Role,Captain Phillips,,,Tom Hanks,FALSE,,,Captain Richard Phillips
2013,Best Actress in a Leading Role,Actress in a Leading Role,Blue Jasmine,,,Cate Blanchett,TRUE,,,"Jeanette ""Jasmine"" Francis"
2013,Best Actress in a Leading Role,Actress in a Leading Role,American Hustle,,,Amy Adams,FALSE,,,Sydney Prosser / Lady Edith Greensly
2013,Best Actress in a Leading Role,Actress in a Leading Role,Gravity,,,Sandra Bullock,FALSE,,,Dr. Ryan Stone
2013,Best Actress in a Leading Role,Actress in a Leading Role,Philomena,,,Judi Dench,FALSE,,,Philomena Lee
2013,Best Actress in a Leading Role,Actress in a Leading Role,Saving Mr. Banks,,,Emma Thompson,FALSE,,,P. L. Travers
2013,Best Actor in a Supporting Role,Actor in a Supporting Role,Captain Phillips,,,Barkhad Abdi,TRUE,,,Abduwali Muse
2013,Best Actor in a Supporting Role,Actor in a Supporting Role,Rush,,,Daniel Brühl,FALSE,,,Niki Lauda
2013,Best Actor in a Supporting Role,Actor in a Supporting Role,American Hustle,,,Bradley Cooper,FALSE,,,"Richard ""Richie"" DiMaso"
2013,Best Actor in a Supporting Role,Actor in a Supporting Role,Behind the Candelabra,,,Matt Damon,FALSE,,,Scott Thorson
2013,Best Actor in a Supporting Role,Actor in a Supporting Role,12 Years a Slave,,,Michael Fassbender,FALSE,,,Edwin Epps
2013,Best Actress in a Supporting Role,Actress in a Supporting Role,American Hustle,,,Jennifer Lawrence,TRUE,,,Rosalyn Rosenfeld
2013,Best Actress in a Supporting Role,Actress in a Supporting Role,Blue Jasmine,,,Sally Hawkins,FALSE,,,Ginger
2013,Best Actress in a Supporting Role,Actress in a Supporting Role,12 Years a Slave,,,Lupita Nyong'o,FALSE,,,Patsey
2013,Best Actress in a Supporting Role,Actress in a Supporting Role,August: Osage County,,,Julia Roberts,FALSE,,,Barbara Weston-Fordham
2013,Best Actress in a Supporting Role,Actress in a Supporting Role,The Butler,,,Oprah Winfrey,FALSE,,,Gloria Gaines
2013,Best Cinematography,Cinematography,Gravity,,,Emmanuel Lubezki,TRUE,,,
2013,Best Cinematography,Cinematography,Captain Phillips,,,Barry Ackroyd,FALSE,,,
2013,Best Cinematography,Cinematography,12 Years a Slave,,,Sean Bobbitt,FALSE,,,
2013,Best Cinematography,Cinematography,Inside Llewyn Davis,,,Bruno Delbonnel,FALSE,,,
2013,Best Cinematography,Cinematography,Nebraska,,,Phedon Papamichael,FALSE,,,
2013,Best Editing,Film Editing,Rush,,,Daniel P. Hanley,TRUE,,,
2013,Best Editing,Film Editing,Rush,,,Mike Hill,TRUE,,,
2013,Best Editing,Film Editing,12 Years a Slave,,,Joe Walker,FALSE,,,
2013,Best Editing,Film Editing,Captain Phillips,,,Christopher Rouse,FALSE,,,
2013,Best Editing,Film Editing,Gravity,,,Alfonso Cuarón,FALSE,,,
2013,Best Editing,Film Editing,Gravity,,,Mark Sanger,FALSE,,,
2013,Best Editing,Film Editing,The Wolf of Wall Street,,,Thelma Schoonmaker,FALSE,,,
2013,Best Costume Design,Costuming,The Great Gatsby,,,Catherine Martin,TRUE,,,
2013,Best Costume Design,Costuming,American Hustle,,,Michael Wilkinson,FALSE,,,
2013,Best Costume Design,Costuming,Behind the Candelabra,,,Ellen Mirojnick,FALSE,,,
2013,Best Costume Design,Costuming,The Invisible Woman,,,Michael O'Connor,FALSE,,,
2013,Best Costume Design,Costuming,Saving Mr. Banks,,,Daniel Orlandi,FALSE,,,
2013,Best Production Design,Art Direction,The Great Gatsby,,,Catherine Martin,TRUE,,,
2013,Best Production Design,Art Direction,The Great Gatsby,,,Beverly Dunn,TRUE,,,
2013,Best Production Design,Art Direction,12 Years a Slave,,,Adam Stockhausen,FALSE,,,
2013,Best Production Design,Art Direction,12 Years a Slave,,,Alice Baker,FALSE,,,
2013,Best Production Design,Art Direction,American Hustle,,,Judy Becker,FALSE,,,
2013,Best Production Design,Art Direction,American Hustle,,,Heather Loeffler,FALSE,,,
2013,Best Production Design,Art Direction,Behind the Candelabra,,,Howard Cummings,FALSE,,,
2013,Best Production Design,Art Direction,Gravity,,,Andy Nicholson,FALSE,,,
2013,Best Production Design,Art Direction,Gravity,,,Rosie Goodwin,FALSE,,,
2013,Best Production Design,Art Direction,Gravity,,,Joanne Woollard,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,American Hustle,,,Evelyne Noraz,TRUE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,American Hustle,,,Lori McCoy-Bell,TRUE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,American Hustle,,,Kathrine Gordon,TRUE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,Behind the Candelabra,,,Kate Biscoe,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,Behind the Candelabra,,,Marie Larkin,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,The Butler,,,Debra Denson,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,The Butler,,,Candace Neal,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,The Butler,,,Robert L. Stevenson,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,The Butler,,,Matthew W. Mungle,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,The Great Gatsby,,,Maurizio Silvi,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,The Great Gatsby,,,Kerry Warn,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,The Hobbit: The Desolation of Smaug,,,Peter Swords King,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,The Hobbit: The Desolation of Smaug,,,Richard Taylor,FALSE,,,
2013,Best Make-up and Hair,Make-Up & Hairstyling,The Hobbit: The Desolation of Smaug,,,Rick Findlater,FALSE,,,
2013,Best Original Music,Original Score,Gravity,,,Steven Price,TRUE,,,
2013,Best Original Music,Original Score,12 Years a Slave,,,Hans Zimmer,FALSE,,,
2013,Best Original Music,Original Score,The Book Thief,,,John Williams,FALSE,,,
2013,Best Original Music,Original Score,Captain Phillips,,,Henry Jackman,FALSE,,,
2013,Best Original Music,Original Score,Saving Mr. Banks,,,Thomas Newman,FALSE,,,
2013,Best Sound,Sound Mixing,Gravity,,,Glenn Freemantle,TRUE,,,
2013,Best Sound,Sound Mixing,Gravity,,,Skip Lievsay,TRUE,,,
2013,Best Sound,Sound Mixing,Gravity,,,Christopher Benstead,TRUE,,,
2013,Best Sound,Sound Mixing,Gravity,,,Niv Adiri,TRUE,,,
2013,Best Sound,Sound Mixing,Gravity,,,Chris Munro,TRUE,,,
2013,Best Sound,Sound Mixing,All Is Lost,,,Richard Hymns,FALSE,,,
2013,Best Sound,Sound Mixing,All Is Lost,,,Steve Boeddeker,FALSE,,,
2013,Best Sound,Sound Mixing,All Is Lost,,,Brandon Proctor,FALSE,,,
2013,Best Sound,Sound Mixing,All Is Lost,,,Micah Bloomberg,FALSE,,,
2013,Best Sound,Sound Mixing,All Is Lost,,,Gillian Arthur,FALSE,,,
2013,Best Sound,Sound Mixing,Captain Phillips,,,Chris Burdon,FALSE,,,
2013,Best Sound,Sound Mixing,Captain Phillips,,,Mark Taylor,FALSE,,,
2013,Best Sound,Sound Mixing,Captain Phillips,,,Mike Prestwood Smith,FALSE,,,
2013,Best Sound,Sound Mixing,Captain Phillips,,,Chris Munro,FALSE,,,
2013,Best Sound,Sound Mixing,Captain Phillips,,,Oliver Tarney,FALSE,,,
2013,Best Sound,Sound Mixing,Inside Llewyn Davis,,,Peter Kurland,FALSE,,,
2013,Best Sound,Sound Mixing,Inside Llewyn Davis,,,Skip Lievsay,FALSE,,,
2013,Best Sound,Sound Mixing,Inside Llewyn Davis,,,Greg Orloff,FALSE,,,
2013,Best Sound,Sound Mixing,Inside Llewyn Davis,,,Paul Urmson,FALSE,,,
2013,Best Sound,Sound Mixing,Rush,,,Danny Hambrook,FALSE,,,
2013,Best Sound,Sound Mixing,Rush,,,Martin Steyer,FALSE,,,
2013,Best Sound,Sound Mixing,Rush,,,Stefan Korte,FALSE,,,
2013,Best Sound,Sound Mixing,Rush,,,Markus Stemler,FALSE,,,
2013,Best Sound,Sound Mixing,Rush,,,Frank Kruse,FALSE,,,
2013,Best Special Visual Effects,Effects,Gravity,,,Tim Webber,TRUE,,,
2013,Best Special Visual Effects,Effects,Gravity,,,Chris Lawrence,TRUE,,,
2013,Best Special Visual Effects,Effects,Gravity,,,Dave Shirk,TRUE,,,
2013,Best Special Visual Effects,Effects,Gravity,,,Neil Corbould,TRUE,,,
2013,Best Special Visual Effects,Effects,Gravity,,,Nikki Penny,TRUE,,,
2013,Best Special Visual Effects,Effects,The Hobbit: The Desolation of Smaug,,,Joe Letteri,FALSE,,,
2013,Best Special Visual Effects,Effects,The Hobbit: The Desolation of Smaug,,,Eric Saindon,FALSE,,,
2013,Best Special Visual Effects,Effects,The Hobbit: The Desolation of Smaug,,,David Clayton,FALSE,,,
2013,Best Special Visual Effects,Effects,The Hobbit: The Desolation of Smaug,,,Eric Reynolds,FALSE,,,
2013,Best Special Visual Effects,Effects,Iron Man 3,,,Bryan Grill,FALSE,,,
2013,Best Special Visual Effects,Effects,Iron Man 3,,,Christopher Townsend,FALSE,,,
2013,Best Special Visual Effects,Effects,Iron Man 3,,,Guy Williams,FALSE,,,
2013,Best Special Visual Effects,Effects,Iron Man 3,,,Dan Sudick,FALSE,,,
2013,Best Special Visual Effects,Effects,Pacific Rim,,,Hal Hickel,FALSE,,,
2013,Best Special Visual Effects,Effects,Pacific Rim,,,John Knoll,FALSE,,,
2013,Best Special Visual Effects,Effects,Pacific Rim,,,Lindy DeQuattro,FALSE,,,
2013,Best Special Visual Effects,Effects,Pacific Rim,,,Nigel Sumner,FALSE,,,
2013,Best Special Visual Effects,Effects,Star Trek Into Darkness,,,Roger Guyett,FALSE,,,
2013,Best Special Visual Effects,Effects,Star Trek Into Darkness,,,Patrick Tubach,FALSE,,,
2013,Best Special Visual Effects,Effects,Star Trek Into Darkness,,,Ben Grossmann,FALSE,,,
2013,Best Special Visual Effects,Effects,Star Trek Into Darkness,,,Burt Dalton,FALSE,,,
2013,Rising Star Award,,,,,Will Poulter,TRUE,,,
2013,Rising Star Award,,,,,Dane DeHaan,FALSE,,,
2013,Rising Star Award,,,,,George MacKay,FALSE,,,
2013,Rising Star Award,,,,,Lupita Nyong'o,FALSE,,,
2013,Rising Star Award,,,,,Léa Seydoux,FALSE,,,
2012,Best Film,Live-Action Feature-Length Film,Argo,,United States,Ben Affleck,TRUE,Director,,
2012,Best Film,Live-Action Feature-Length Film,Argo,,United States,Grant Heslov,TRUE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Argo,,United States,Ben Affleck,TRUE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Argo,,United States,George Clooney,TRUE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Les Misérables,,United Kingdom,Tom Hooper,FALSE,Director,,
2012,Best Film,Live-Action Feature-Length Film,Les Misérables,,United Kingdom,Tim Bevan,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Les Misérables,,United Kingdom,Eric Fellner,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Les Misérables,,United Kingdom,Debra Hayward,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Les Misérables,,United Kingdom,Cameron Mackintosh,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Life of Pi,,"United States
Canada",Ang Lee,FALSE,Director,,
2012,Best Film,Live-Action Feature-Length Film,Life of Pi,,"United States
Canada",Gil Netter,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Life of Pi,,"United States
Canada",Ang Lee,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Life of Pi,,"United States
Canada",David Womark,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Lincoln,,United States,Steven Spielberg,FALSE,Director,,
2012,Best Film,Live-Action Feature-Length Film,Lincoln,,United States,Steven Spielberg,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Lincoln,,United States,Kathleen Kennedy,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Zero Dark Thirty,,United States,Kathryn Bigelow,FALSE,Director,,
2012,Best Film,Live-Action Feature-Length Film,Zero Dark Thirty,,United States,Mark Boal,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Zero Dark Thirty,,United States,Kathryn Bigelow,FALSE,Producer,,
2012,Best Film,Live-Action Feature-Length Film,Zero Dark Thirty,,United States,Megan Ellison,FALSE,Producer,,
2012,Outstanding British Film,,Skyfall,,United Kingdom,Sam Mendes,TRUE,Director,,
2012,Outstanding British Film,,Skyfall,,United Kingdom,Sam Mendes,TRUE,Producer,,
2012,Outstanding British Film,,Skyfall,,United Kingdom,Michael G. Wilson,TRUE,Producer,,
2012,Outstanding British Film,,Skyfall,,United Kingdom,Barbara Broccoli,TRUE,Producer,,
2012,Outstanding British Film,,Skyfall,,United Kingdom,Neal Purvis,TRUE,Producer,,
2012,Outstanding British Film,,Skyfall,,United Kingdom,Robert Wade,TRUE,Producer,,
2012,Outstanding British Film,,Skyfall,,United Kingdom,John Logan,TRUE,Producer,,
2012,Outstanding British Film,,Anna Karenina,,United Kingdom,Joe Wright,FALSE,Director,,
2012,Outstanding British Film,,Anna Karenina,,United Kingdom,Joe Wright,FALSE,Producer,,
2012,Outstanding British Film,,Anna Karenina,,United Kingdom,Tim Bevan,FALSE,Producer,,
2012,Outstanding British Film,,Anna Karenina,,United Kingdom,Eric Fellner,FALSE,Producer,,
2012,Outstanding British Film,,Anna Karenina,,United Kingdom,Paul Webster,FALSE,Producer,,
2012,Outstanding British Film,,Anna Karenina,,United Kingdom,Tom Stoppard,FALSE,Producer,,
2012,Outstanding British Film,,The Best Exotic Marigold Hotel,,United Kingdom,John Madden,FALSE,Director,,
2012,Outstanding British Film,,The Best Exotic Marigold Hotel,,United Kingdom,John Madden,FALSE,Producer,,
