Year,Category,Film,Won,Nominee,Role,Supervising,Concordance,Country
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Ferdinand,FALSE,Shelley Roden,foley artist,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Ferdinand,FALSE,Thomas A. Carlson,music editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Ferdinand,FALSE,Will Ralston,adr editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Breadwinner,FALSE,Dashen Naidoo,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Breadwinner,FALSE,Erich Stratmann,music editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Breadwinner,FALSE,J.R. Fountain,sound editor,TRUE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Breadwinner,FALSE,John Elliot,foley artist,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Breadwinner,FALSE,Kevin Schultz,foley editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Breadwinner,FALSE,Nelson Ferreira,sound editor,TRUE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Breadwinner,FALSE,Tyler Whitham,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Andrew Miller,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Beth Bezzina,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Christopher S. Aud,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Derryn Pasquill,dialogue editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Emma Mitchell,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,F. Hudson Miller,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Fabian Sanjurjo,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Jared Dwyer,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,John Simpson,foley artist,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Linda Yeaney,dialogue editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Mario Gabrieli,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Nigel Christensen,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Rick Lisle,dialogue editor,TRUE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Sonal Joshi,dialogue editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Terry Rodman,sound effects editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Wayne Pashley,sound editor,TRUE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Lego Batman Movie,FALSE,Will Kaplan,music editor,FALSE,,
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Loveless,TRUE,Aleksey Kobzar,sound effects editor,FALSE,,Russia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Loveless,TRUE,Aleksey Kuznetsov,dialogue editor,FALSE,,Russia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Loveless,TRUE,Andrey Dergachev,sound editor,TRUE,,Russia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Loveless,TRUE,Dmitriy Zuev,foley editor,FALSE,,Russia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Loveless,TRUE,Elena Starikova,foley editor,FALSE,,Russia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Loveless,TRUE,Natalia Zueva,foley artist,FALSE,,Russia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Loveless,TRUE,Ruslan Khuseyn,foley editor,FALSE,,Russia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Loveless,TRUE,Sofia Matrosova,sound effects editor,FALSE,,Russia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",BPM (Beats per Minute),FALSE,Agnes Ravez,dialogue editor,FALSE,,France
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",BPM (Beats per Minute),FALSE,Antoine Bertucci,sound effects editor,FALSE,,France
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",BPM (Beats per Minute),FALSE,Franck Tassel,foley artist,FALSE,,France
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",BPM (Beats per Minute),FALSE,Maia Szymczak,sound effects editor,FALSE,,France
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",BPM (Beats per Minute),FALSE,Pascal Chauvin,foley artist,FALSE,,France
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",BPM (Beats per Minute),FALSE,Valérie Deloof,sound editor,TRUE,,France
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Ben Barker,sound editors,TRUE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Ben Barker,sound designer,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Danny Freemantle,sound effects editor,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Eilam Hoffman,sound effects editor,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Glenn Freemantle,sound editors,TRUE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Glenn Freemantle,sound designer,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Jason Swanscott,foley artist,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Jens Rosenlund Petersen,adr editor,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Lilly Blazewicz,foley editor,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Nick Freemantle,foley editor,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Peter Burgis,foley artist,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Robert Chen,adr editor,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Robert Malone,sound effects editor,FALSE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",First They Killed My Father,FALSE,Sven Taits,dialogue editor,TRUE,,Cambodia
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Happiest Day in the Life of Olli Maki,FALSE,Erik Clauss,sound effects editor,FALSE,,Finland
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Happiest Day in the Life of Olli Maki,FALSE,Heikki Kossi,foley editor,FALSE,,Finland
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Happiest Day in the Life of Olli Maki,FALSE,Heikki Kossi,artist,FALSE,,Finland
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Happiest Day in the Life of Olli Maki,FALSE,Peter Albrechtsen,sound effects editor,FALSE,,Finland
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Happiest Day in the Life of Olli Maki,FALSE,Pietu Korhonen,sound editor,TRUE,,Finland
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Thelma,FALSE,Fredric Vogel,sound designer,FALSE,,Norway
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Thelma,FALSE,Gisle Tveito,sound designer,FALSE,,Norway
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Thelma,FALSE,Ingar Asdahl,sound effects editor,FALSE,,Norway
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Thelma,FALSE,Peder Lindvær Hammersborg,sound effects editor,FALSE,,Norway
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Thelma,FALSE,Peter Albrechtsen,sound designer,FALSE,,Norway
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Thelma,FALSE,Roy Fenstad,foley artist,FALSE,,Norway
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Thelma,FALSE,Therese Næss Diesen,sound effects editor,FALSE,,Norway
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Thelma,FALSE,Yvonne Stenberg,foley editor,FALSE,,Norway
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Brent Burge,sound effects editor,FALSE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Chris Ward,dialogue editor,TRUE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Craig Tomlinson,foley editor,FALSE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Hayden Collow,sound editor,TRUE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,James Carroll,foley artist,FALSE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Martin Kwok,dialogue editor,FALSE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Matt Stutter,sound effects editor,FALSE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Matthew Lambourn,sound effects editor,FALSE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Paul Pirola,sound effects editor,FALSE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Stephen Gallagher,music editor,FALSE,,China
2017,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Wolf Warrior 2,FALSE,Tom Scott-Toft,sound effects editor,FALSE,,China
2016,Dialogue and ADR for Feature Film,Hacksaw Ridge,TRUE,Andy Wright,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hacksaw Ridge,TRUE,Jed M. Dodge,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hacksaw Ridge,TRUE,Justine Angus,adr editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hacksaw Ridge,TRUE,Kimberly Harris,adr editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hacksaw Ridge,TRUE,Michele Perrone,adr editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Arrival,FALSE,Claire Pochon,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Arrival,FALSE,Stan Sakellaropoulos,adr editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Arrival,FALSE,Sylvain Bellemare,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Arrival,FALSE,Valéry Dufort-Boucher,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Deadpool,FALSE,Benjamin Beardwood,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Deadpool,FALSE,Jim Brookshire,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Deadpool,FALSE,Laura Graham,adr editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Deadpool,FALSE,R.J. Kizer,adr editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Deadpool,FALSE,Susan Dawes,dialogue editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Deadpool,FALSE,Teri E. Dorman,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Deadpool,FALSE,Wayne Lemmer,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hell or High Water,FALSE,Christopher Battaglia,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hell or High Water,FALSE,Frank Gaeta,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hell or High Water,FALSE,Harrison Meyle,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hell or High Water,FALSE,Kathryn Madsen,adr editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hidden Figures,FALSE,Derek Vanderhorst,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hidden Figures,FALSE,Helen Luttrell,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hidden Figures,FALSE,R.J. Kizer,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hidden Figures,FALSE,Susan Dawes,dialogue editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Hidden Figures,FALSE,Wayne Lemmer,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Lion,FALSE,Glenn Newnham,dialogue editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Lion,FALSE,Robert Mackenzie,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Rogue One: A Star Wars Story,FALSE,Christopher Scarabosio,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Rogue One: A Star Wars Story,FALSE,James Spencer,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Rogue One: A Star Wars Story,FALSE,Matthew Wood,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Rogue One: A Star Wars Story,FALSE,Richard Quinn,adr editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Sully,FALSE,Alan Robert Murray,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Sully,FALSE,Bub Asman,sound editor,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Sully,FALSE,Hugo Weng,dialogue editor,FALSE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Sully,FALSE,Katy Wood,dialogue,TRUE,Sound Editing,
2016,Dialogue and ADR for Feature Film,Sully,FALSE,Katy Wood,adr editor,FALSE,Sound Editing,
2016,Feature Underscore,Warcraft,TRUE,Michael K. Bauer,music editor,FALSE,,
2016,Feature Underscore,Warcraft,TRUE,Peter Myles,music editor,FALSE,,
2016,Feature Underscore,13 Hours: The Secret Soldiers of Benghazi,FALSE,Alex Gibson,music editor,TRUE,,
2016,Feature Underscore,13 Hours: The Secret Soldiers of Benghazi,FALSE,Lee Scott,music editor,FALSE,,
2016,Feature Underscore,13 Hours: The Secret Soldiers of Benghazi,FALSE,Nate Underkuffler,music editor,FALSE,,
2016,Feature Underscore,Arrival,FALSE,Clint Bennett,music editor,FALSE,,
2016,Feature Underscore,Doctor Strange,FALSE,Anele Onyekwere,music editor,FALSE,,
2016,Feature Underscore,Doctor Strange,FALSE,Nashia Wachsman,music editor,FALSE,,
2016,Feature Underscore,Doctor Strange,FALSE,Stephen M. Davis,music editor,FALSE,,
2016,Feature Underscore,Doctor Strange,FALSE,Steve Durkee,music editor,TRUE,,
2016,Feature Underscore,Doctor Strange,FALSE,Warren Brown,music editor,FALSE,,
2016,Feature Underscore,Don't Breathe,FALSE,Maarten Hofmeijer,music editor,FALSE,,
2016,Feature Underscore,Hacksaw Ridge,FALSE,Andy Patterson,music editor,FALSE,,
2016,Feature Underscore,Hacksaw Ridge,FALSE,Matt Friedman,music editor,FALSE,,
2016,Feature Underscore,Rogue One: A Star Wars Story,FALSE,John Finklea,music editor,TRUE,,
2016,Feature Underscore,Rogue One: A Star Wars Story,FALSE,Stephen M. Davis,music editor,FALSE,,
2016,Feature Underscore,Rogue One: A Star Wars Story,FALSE,Warren Brown,music editor,FALSE,,
2016,Feature Underscore,Star Trek Beyond,FALSE,Paul Rabjohns,music editor,FALSE,,
2016,Feature Underscore,Star Trek Beyond,FALSE,Stephen M. Davis,music editor,FALSE,,
2016,Feature Underscore,Star Trek Beyond,FALSE,Warren Brown,music editor,FALSE,,
2016,Musical for Feature Film,La La Land,TRUE,Jason Ruder,music editor,FALSE,,
2016,Musical for Feature Film,Florence Foster Jenkins,FALSE,Gerard McCann,music editor,TRUE,,
2016,Musical for Feature Film,Florence Foster Jenkins,FALSE,Neil Stemp,music editor,FALSE,,
2016,Musical for Feature Film,Florence Foster Jenkins,FALSE,Stuart Morton,music editor,FALSE,,
2016,Musical for Feature Film,Moana,FALSE,Daniel Pinder,music editor,FALSE,,
2016,Musical for Feature Film,Moana,FALSE,Earl Ghaffari,music editor,FALSE,,
2016,Musical for Feature Film,Sing Street,FALSE,Becky Bentham,music editor,TRUE,,
2016,Musical for Feature Film,Sing Street,FALSE,Kieran Lynch,music editor,FALSE,,
2016,Musical for Feature Film,Trolls,FALSE,Erich Stratmann,music editor,FALSE,,
2016,Musical for Feature Film,Trolls,FALSE,Fernand Bos,music editor,FALSE,,
2016,Musical for Feature Film,Trolls,FALSE,Vicki Hiatt,music editor,FALSE,,
2016,Sound Effects and Foley for Feature Film,Hacksaw Ridge,TRUE,Alex Francis,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Hacksaw Ridge,TRUE,Andy Wright,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Hacksaw Ridge,TRUE,Liam Price,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Hacksaw Ridge,TRUE,Mario Vaccaro,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Hacksaw Ridge,TRUE,Steve Burgess,sound effects,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Hacksaw Ridge,TRUE,Steve Burgess,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Hacksaw Ridge,TRUE,Tara Webb,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Alan Robert Murray,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Daniel Capeille,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Dave Whitehead,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Gregory Vincent,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Luc Raymond,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Mathieu Beaudin,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Michelle Child,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Mimi Allard,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Nicolas Becker,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Niels Barletta,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Olivier Calvert,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Olivier Guillaume,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Patrick Rioux,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Pierre-Jules Audet,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Simon Girard,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Steven Ghouti,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Arrival,FALSE,Sylvain Bellemare,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,Daniel Laurie,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,David C. Hughes,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,J.R. Grubbs,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,Jacob Riehle,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,Jeremy Bowker,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,John Roesch,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,Josh Gold,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,Nia Hansen,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,Shannon Mills,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Captain America: Civil War,FALSE,Shelley Roden,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deadpool,FALSE,Ai-Ling Lee,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deadpool,FALSE,Craig Henighan,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deadpool,FALSE,Dan O'Connell,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deadpool,FALSE,Jim Brookshire,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deadpool,FALSE,John T. Cucci,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deadpool,FALSE,Warren Hendriks,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deadpool,FALSE,Wayne Lemmer,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Branden Spencer,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Dror Mohar,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Eric Hoehn,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Gary A. Hecker,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Harry Cohen,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Hector C. Gika,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Kris Fenske,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Renée Tondelli,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Rick Owens,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Sylvain Lasseur,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Deepwater Horizon,FALSE,Wylie Stateman,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,Daniel Laurie,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,David C. Hughes,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,David Chrastka,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,J.R. Grubbs,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,John Roesch,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,Josh Gold,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,Nia Hansen,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,Ryan J. Frias,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,Shannon Mills,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,Shelley Roden,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Doctor Strange,FALSE,Steve Orlando,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Christopher Scarabosio,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,David Acord,sound designer,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Frank Rinella,foley editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,J.R. Grubbs,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Jonathan Borland,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Josh Gold,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Kimberly Patrick,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Luke Dunn Gielmuda,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Margie O'Malley,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Matthew Wood,sound editor,TRUE,Sound Editing,
