Year,Category,Film,Won,Nominee,Role,Supervising,Concordance,Country
2010,Feature Underscore,Harry Potter and the Deathly Hallows – Part 1,FALSE,Gerard McCann,music editor,TRUE,,
2010,Feature Underscore,Harry Potter and the Deathly Hallows – Part 1,FALSE,Kirsty Whalley,music editor,FALSE,,
2010,Feature Underscore,Harry Potter and the Deathly Hallows – Part 1,FALSE,Peter Clarke,music editor,FALSE,,
2010,Feature Underscore,Harry Potter and the Deathly Hallows – Part 1,FALSE,Robert Houston,music editor,FALSE,,
2010,Feature Underscore,Harry Potter and the Deathly Hallows – Part 1,FALSE,Stuart Morton,music editor,FALSE,,
2010,Feature Underscore,Let Me In,FALSE,Paul Apelgren,music editor,FALSE,,
2010,Feature Underscore,The Losers,FALSE,Shie Rozow,music editor,FALSE,,
2010,Feature Underscore,The Social Network,FALSE,Jonathon Stevens,music editor,TRUE,,
2010,Feature Underscore,The Social Network,FALSE,Marie Ebbing,music editor,FALSE,,
2010,Feature Underscore,The Social Network,FALSE,Ren Klyce,music editor,FALSE,,
2010,Musical for Feature Film,Country Strong,TRUE,Fernand Bos,music editor,TRUE,,
2010,Musical for Feature Film,Country Strong,TRUE,Philip Tallman,music editor,FALSE,,
2010,Musical for Feature Film,Burlesque,FALSE,Todd Bozung,music editor,TRUE,,
2010,Musical for Feature Film,Step Up 3D,FALSE,Melissa Muik,music editor,TRUE,,
2010,Musical for Feature Film,Tangled,FALSE,Tom MacDougall,music editor,TRUE,,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,Alyson Dee Moore,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,Bruce Tanis,foley editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,Bryan O. Watkins,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,Christopher Flick,foley editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,John Roesch,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,Michael Babcock,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,Michael W. Mitchell,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,Paul Berolzheimer,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,Richard King,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Inception,TRUE,Richard King,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,127 Hours,FALSE,Ben Barker,sound design editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,127 Hours,FALSE,Glenn Freemantle,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,127 Hours,FALSE,Glenn Freemantle,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,127 Hours,FALSE,Jon Olive,foley editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,127 Hours,FALSE,Nicolas Becker,foley editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,127 Hours,FALSE,Nicolas Becker,artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,127 Hours,FALSE,Niv Adiri,sound design editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Black Swan,FALSE,Brian Emrich,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Black Swan,FALSE,Craig Henighan,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Black Swan,FALSE,Craig Henighan,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Black Swan,FALSE,Steve Baine,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Black Swan,FALSE,Wayne Lemmer,sound editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Andrea Gard,foley editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Christopher Boyes,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Christopher Boyes,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Dennie Thorpe,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Frank E. Eulner,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,J.R. Grubbs,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,James Likowski,foley editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Jana Vance,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Ken Fischer,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Kyrsten Mate,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Luke Dunn Gielmuda,foley editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Robert Shoup,foley editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Iron Man 2,FALSE,Scott Guitteau,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Salt,FALSE,Dan O'Connell,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Salt,FALSE,Frank Kern,foley editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Salt,FALSE,Marko A. Costanzo,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Salt,FALSE,Paul Hsu,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Salt,FALSE,Philip Stockton,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Salt,FALSE,Warren Shaw,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Adam Kopald,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Addison Teague,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Brian Chumney,foley editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Christopher Boyes,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Christopher Scarabosio,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Dennie Thorpe,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Gwendolyn Yates Whittle,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Jana Vance,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Jonathan Null,foley editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Josh Gold,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Ken Fischer,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Kyrsten Mate,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Mac Smith,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Steve Boeddeker,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Teresa Eckton,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Tron: Legacy,FALSE,Warren Hendriks,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,True Grit,FALSE,Bob Beher,foley editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,True Grit,FALSE,Craig Berkey,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,True Grit,FALSE,Jay Wilkinson,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,True Grit,FALSE,Joel Dougherty,foley editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,True Grit,FALSE,Marko A. Costanzo,foley editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,True Grit,FALSE,Skip Lievsay,sound editor,TRUE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Alan Rankin,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Ann Scibelli,sound designer,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Catherine Harper,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Christopher Assells,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Christopher Moriana,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Dan O'Connell,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Dino Dimuro,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Gary A. Hecker,foley artist,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Hector C. Gika,sound effects editor,FALSE,Sound Editing,
2010,Sound Effects and Foley for Feature Film,Unstoppable,FALSE,Mark P. Stoeckinger,sound editor,TRUE,Sound Editing,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Al Nelson,sound designer,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Andrea Gard,foley editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Chris Gridley,dialogue editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Colette D. Dahanne,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Dennie Thorpe,foley artist,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Jana Vance,foley artist,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Jonathan Null,sound editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Josh Gold,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Pascal Garneau,foley editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Pete Horner,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Randy Thom,sound editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Randy Thom,sound designer,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Richard Quinn,adr editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",How to Train Your Dragon,TRUE,Sue Fox,foley editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Christopher Barnett,adr editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Christopher Scarabosio,sound editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Christopher Scarabosio,sound designer,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Daniel Laurie,adr editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,David C. Hughes,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Dennis Leonard,sound editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Jeremy Bowker,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Larry Oatfield,foley editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Luke Dunn Gielmuda,foley editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Michael Lyle,foley artist,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Sean England,foley artist,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Despicable Me,FALSE,Steve Bissinger,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Andrew Miller,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Damian Candusso,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Damon Mouris,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Derryn Pasquill,dialogue editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Fabian Sanjurjo,sound effects editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Jenny T. Ward,dialogue editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,John Simpson,foley editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Lisa Simpson,foley editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Martin Kwok,dialogue editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Nick Breslin,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Paul Huntingford,dialogue editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Polly McKinnon,dialogue editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Rick Lisle,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Wayne Pashley,sound,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Wayne Pashley,adr editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Legend of the Guardians: The Owls of Ga'Hoole,FALSE,Wayne Pashley,sound designer,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Tangled,FALSE,Ai-Ling Lee,sound designer,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Tangled,FALSE,Alyson Dee Moore,foley artist,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Tangled,FALSE,Cameron Frankley,sound editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Tangled,FALSE,David V. Butler,dialogue editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Tangled,FALSE,Jason W. Jennings,sound designer,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Tangled,FALSE,John Roesch,foley artist,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Tangled,FALSE,Jon Michaels,foley editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Tangled,FALSE,Lee Gilmore,foley editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Tangled,FALSE,Petra Bach,adr editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Illusionist,FALSE,François Lepeuple,foley artist,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Illusionist,FALSE,Jean Goudier,sound editor,TRUE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Illusionist,FALSE,Jean Goudier,sound designer,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Illusionist,FALSE,Laurent Lévy,foley artist,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Toy Story 3,FALSE,Al Nelson,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Toy Story 3,FALSE,Dee Selby,foley editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Toy Story 3,FALSE,Dennie Thorpe,foley artist,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Toy Story 3,FALSE,Dustin Cawood,sound effects editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Toy Story 3,FALSE,Gwendolyn Yates Whittle,adr editor,FALSE,,
2010,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Toy Story 3,FALSE,Jana Vance,foley artist,FALSE,,
