Nominee,Film,Category,Year,Show,Concordance,Won
Ellen Pompeo,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
Eric Dane,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
Isaiah Washington,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
"James Pickens, Jr.",Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
Justin Chambers,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
Kate Walsh,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
Katherine Heigl,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
Patrick Dempsey,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
Sandra Oh,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
Sara Ramirez,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
T.r. Knight,Grey's Anatomy,Ensemble In A Drama Series,2006,13th Annual,,TRUE
,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Aida Turturro,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Dan Grimaldi,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Dominic Chianese,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Edie Falco,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Frank Vincent,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
James Gandolfini,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Jamie-Lynn Sigler,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Joseph R. Gannascoli,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Lorraine Bracco,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Max Casella,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Michael Imperioli,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Robert Iler,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Sharon Angela,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Steven R. Schirripa,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Steven Van Zandt,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Tony Sirico,The Sopranos,Ensemble In A Drama Series,2006,13th Annual,,FALSE
Felicity Huffman,Desperate Housewives,Female In A Comedy Series,2006,13th Annual,,FALSE
Jaime Pressly,My Name Is Earl,Female In A Comedy Series,2006,13th Annual,,FALSE
Julia Louis-Dreyfus,The New Adventures Of Old Christine,Female In A Comedy Series,2006,13th Annual,,FALSE
America Ferrera,Ugly Betty,Female In A Comedy Series,2006,13th Annual,,TRUE
Mary-Louise Parker,Weeds,Female In A Comedy Series,2006,13th Annual,,FALSE
Megan Mullally,Will & Grace,Female In A Comedy Series,2006,13th Annual,,FALSE
Chandra Wilson,Grey's Anatomy,Female In A Drama Series,2006,13th Annual,,TRUE
Mariska Hargitay,Law & Order: Svu,Female In A Drama Series,2006,13th Annual,,FALSE
Patricia Arquette,Medium,Female In A Drama Series,2006,13th Annual,,FALSE
Kyra Sedgwick,The Closer,Female In A Drama Series,2006,13th Annual,,FALSE
Edie Falco,The Sopranos,Female In A Drama Series,2006,13th Annual,,FALSE
Kate Winslet,Little Children,Female Lead In A Motion Picture,2006,13th Annual,Actress in a Leading Role,FALSE
Judi Dench,Notes On A Scandal,Female Lead In A Motion Picture,2006,13th Annual,Actress in a Leading Role,FALSE
Meryl Streep,The Devil Wears Prada,Female Lead In A Motion Picture,2006,13th Annual,Actress in a Leading Role,FALSE
Helen Mirren,The Queen,Female Lead In A Motion Picture,2006,13th Annual,Actress in a Leading Role,TRUE
Penélope Cruz,Volver,Female Lead In A Motion Picture,2006,13th Annual,Actress in a Leading Role,FALSE
Adriana Barraza,Babel,Female Support In A Motion Picture,2006,13th Annual,Actress in a Supporting Role,FALSE
Rinko Kikuchi,Babel,Female Support In A Motion Picture,2006,13th Annual,Actress in a Supporting Role,FALSE
Jennifer Hudson,Dreamgirls,Female Support In A Motion Picture,2006,13th Annual,Actress in a Supporting Role,TRUE
Abigail Breslin,Little Miss Sunshine,Female Support In A Motion Picture,2006,13th Annual,Actress in a Supporting Role,FALSE
Cate Blanchett,Notes On A Scandal,Female Support In A Motion Picture,2006,13th Annual,Actress in a Supporting Role,FALSE
Greta Scacchi,Broken Trail,Female In A Television Movie Or Limited Series,2006,13th Annual,,FALSE
Helen Mirren,Elizabeth I,Female In A Television Movie Or Limited Series,2006,13th Annual,,TRUE
Shirley Jones,Hidden Places,Female In A Television Movie Or Limited Series,2006,13th Annual,,FALSE
Annette Bening,Mrs. Harris,Female In A Television Movie Or Limited Series,2006,13th Annual,,FALSE
Cloris Leachman,Mrs. Harris,Female In A Television Movie Or Limited Series,2006,13th Annual,,FALSE
Julie Andrews,N/A,Life Achievement,2006,13th Annual,,TRUE
Alec Baldwin,30 Rock,Male In A Comedy Series,2006,13th Annual,,TRUE
Jeremy Piven,Entourage,Male In A Comedy Series,2006,13th Annual,,FALSE
Tony Shalhoub,Monk,Male In A Comedy Series,2006,13th Annual,,FALSE
Jason Lee,My Name Is Earl,Male In A Comedy Series,2006,13th Annual,,FALSE
Steve Carell,The Office,Male In A Comedy Series,2006,13th Annual,,FALSE
Kiefer Sutherland,24,Male In A Drama Series,2006,13th Annual,,FALSE
James Spader,Boston Legal,Male In A Drama Series,2006,13th Annual,,FALSE
Michael C. Hall,Dexter,Male In A Drama Series,2006,13th Annual,,FALSE
Hugh Laurie,House,Male In A Drama Series,2006,13th Annual,,TRUE
James Gandolfini,The Sopranos,Male In A Drama Series,2006,13th Annual,,FALSE
Leonardo Dicaprio,Blood Diamond,Male Lead In A Motion Picture,2006,13th Annual,Actor in a Leading Role,FALSE
Ryan Gosling,Half Nelson,Male Lead In A Motion Picture,2006,13th Annual,Actor in a Leading Role,FALSE
Will Smith,Pursuit Of Happyness,Male Lead In A Motion Picture,2006,13th Annual,Actor in a Leading Role,FALSE
Forest Whitaker,The Last King Of Scotland,Male Lead In A Motion Picture,2006,13th Annual,Actor in a Leading Role,TRUE
Peter O'toole,Venus,Male Lead In A Motion Picture,2006,13th Annual,Actor in a Leading Role,FALSE
Djimon Hounsou,Blood Diamond,Male Support In A Motion Picture,2006,13th Annual,Actor in a Supporting Role,FALSE
Eddie Murphy,Dreamgirls,Male Support In A Motion Picture,2006,13th Annual,Actor in a Supporting Role,TRUE
Jackie Earle Haley,Little Children,Male Support In A Motion Picture,2006,13th Annual,Actor in a Supporting Role,FALSE
Alan Arkin,Little Miss Sunshine,Male Support In A Motion Picture,2006,13th Annual,Actor in a Supporting Role,FALSE
Leonardo Dicaprio,The Departed,Male Support In A Motion Picture,2006,13th Annual,Actor in a Supporting Role,FALSE
Robert Duvall,Broken Trail,Male In A Television Movie Or Limited Series,2006,13th Annual,,FALSE
Thomas Haden Church,Broken Trail,Male In A Television Movie Or Limited Series,2006,13th Annual,,FALSE
Jeremy Irons,Elizabeth I,Male In A Television Movie Or Limited Series,2006,13th Annual,,TRUE
William H. Macy,Nightmares & Dreamscapes,Male In A Television Movie Or Limited Series,2006,13th Annual,,FALSE
Matthew Perry,The Ron Clark Story,Male In A Television Movie Or Limited Series,2006,13th Annual,,FALSE
Anna Faris,Brokeback Mountain,Cast In A Motion Picture,2005,12th Annual,,FALSE
Anne Hathaway,Brokeback Mountain,Cast In A Motion Picture,2005,12th Annual,,FALSE
Heath Ledger,Brokeback Mountain,Cast In A Motion Picture,2005,12th Annual,,FALSE
Jake Gyllenhaal,Brokeback Mountain,Cast In A Motion Picture,2005,12th Annual,,FALSE
Linda Cardellini,Brokeback Mountain,Cast In A Motion Picture,2005,12th Annual,,FALSE
Michelle Williams,Brokeback Mountain,Cast In A Motion Picture,2005,12th Annual,,FALSE
Randy Quaid,Brokeback Mountain,Cast In A Motion Picture,2005,12th Annual,,FALSE
Bob Balaban,Capote,Cast In A Motion Picture,2005,12th Annual,,FALSE
Bruce Greenwood,Capote,Cast In A Motion Picture,2005,12th Annual,,FALSE
Catherine Keener,Capote,Cast In A Motion Picture,2005,12th Annual,,FALSE
Chris Cooper,Capote,Cast In A Motion Picture,2005,12th Annual,,FALSE
"Clifton Collins, Jr.",Capote,Cast In A Motion Picture,2005,12th Annual,,FALSE
Mark Pellegrino,Capote,Cast In A Motion Picture,2005,12th Annual,,FALSE
Marshall Bell,Capote,Cast In A Motion Picture,2005,12th Annual,,FALSE
Philip Seymour Hoffman,Capote,Cast In A Motion Picture,2005,12th Annual,,FALSE
Brendan Fraser,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
"Chris ""Ludacris"" Bridges",Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
Don Cheadle,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
Jennifer Esposito,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
Larenz Tate,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
Matt Dillon,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
Ryan Phillippe,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
Sandra Bullock,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
Terrence Howard,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
Thandie Newton,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
William Fichtner,Crash,Cast In A Motion Picture,2005,12th Annual,,TRUE
Alex Borstein,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
David Strathairn,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Diane Reeves,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Frank Langella,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
George Clooney,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Grant Heslov,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Jeff Daniels,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Matt Ross,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Patricia Clarkson,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Peter Jacobson,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Ray Wise,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Reed Diamond,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
"Robert Downey, Jr.","Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Robert John Burke,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Rose Abdoo,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Tate Donovan,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Tom Mccarthy,"Good Night, And Good Luck.",Cast In A Motion Picture,2005,12th Annual,,FALSE
Anthony Anderson,Hustle & Flow,Cast In A Motion Picture,2005,12th Annual,,FALSE
"Chris ""Ludacris"" Bridges",Hustle & Flow,Cast In A Motion Picture,2005,12th Annual,,FALSE
D.j. Qualls,Hustle & Flow,Cast In A Motion Picture,2005,12th Annual,,FALSE
Elise Neal,Hustle & Flow,Cast In A Motion Picture,2005,12th Annual,,FALSE
Isaac Hayes,Hustle & Flow,Cast In A Motion Picture,2005,12th Annual,,FALSE
Paula Jai Parker,Hustle & Flow,Cast In A Motion Picture,2005,12th Annual,,FALSE
Taraji P. Henson,Hustle & Flow,Cast In A Motion Picture,2005,12th Annual,,FALSE
Taryn Manning,Hustle & Flow,Cast In A Motion Picture,2005,12th Annual,,FALSE
Terrence Howard,Hustle & Flow,Cast In A Motion Picture,2005,12th Annual,,FALSE
,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Alia Shawkat,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
David Cross,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Jason Bateman,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Jeffrey Tambor,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Jessica Walter,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Michael Cera,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Portia De Rossi,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Tony Hale,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Will Arnett,Arrested Development,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
,Bosotn Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Candice Bergen,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
James Spader,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Julie Bowen,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Justin Mentell,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Mark Valley,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Monica Potter,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Rene Auberjonois,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Rhona Mitra,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Ryan Michelle Bathe,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
William Shatner,Boston Legal,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
,Curb Your Enthusiasm,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Cheryl Hines,Curb Your Enthusiasm,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Jeff Garlin,Curb Your Enthusiasm,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Larry David,Curb Your Enthusiasm,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Richard Lewis,Curb Your Enthusiasm,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Shelley Berman,Curb Your Enthusiasm,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Susie Essman,Curb Your Enthusiasm,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Alfre Woodard,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Andrea Bowen,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Brenda Strong,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Brent Kinsman,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Doug Savant,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Eva Longoria,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Felicity Huffman,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
James Denton,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Marcia Cross,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Mark Moses,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Mehcad Brooks,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Nicollette Sheridan,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Ricardo Antonio Chavira,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Roger Bart,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Shane Kinsman,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Steven Culp,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Teri Hatcher,Desperate Housewives,Ensemble In A Comedy Series,2005,12th Annual,,TRUE
Brad Garrett,Everybody Loves Raymond,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Doris Roberts,Everybody Loves Raymond,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Madylin Sweeten,Everybody Loves Raymond,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Monica Horan,Everybody Loves Raymond,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Patricia Heaton,Everybody Loves Raymond,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Peter Boyle,Everybody Loves Raymond,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
Ray Romano,Everybody Loves Raymond,Ensemble In A Comedy Series,2005,12th Annual,,FALSE
